"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00363,2.23e-05,3.36e-05,0.00492,0,0.000654
"2","Jan",0.000965,0,2.37e-06,0.00534,0,0.00058
"3","Feb",0.00118,0,3.21e-06,0.00459,0,0.000491
"4","Mar",0.00191,0,6.76e-06,0.00675,0,0.000906
"5","Apr",0.00313,0.00089,1.54e-05,0.00428,0,0.000568
"6","May",0.00493,0.00223,3.49e-05,0.00437,0,0.000434
"7","Jun",0.00738,0.00395,6.98e-05,0.00521,0,9e-04
"8","Jul",0.008,0.00387,8.3e-05,0.0062,0,0.000838
"9","Aug",0.00642,0.00215,5.76e-05,0.00444,0,0.000689
"10","Sep",0.00465,0.000378,3.62e-05,0.00605,0,0.000782
"11","Oct",0.00247,0,1.16e-05,0.0037,0,0.000533
"12","Nov",0.00146,0,5.19e-06,0.00382,0,0.00061
"13","Dec",0.000896,0,2.12e-06,0.00431,0,0.000504
