"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00315,2.72e-05,2.65e-05,0.00506,0,0.000443
"2","Jan",0.000691,0,1.29e-06,0.00545,0,0.000471
"3","Feb",0.000874,0,1.78e-06,0.00392,0,0.00022
"4","Mar",0.00151,0,4.49e-06,0.00641,0,0.000485
"5","Apr",0.0026,0.000794,1.06e-05,0.00516,0,0.000374
"6","May",0.00456,0.00219,3.03e-05,0.00473,0,0.000306
"7","Jun",0.00654,0.00368,5.38e-05,0.00493,0,0.000464
"8","Jul",0.00718,0.00373,6.54e-05,0.00517,0,0.000523
"9","Aug",0.00576,0.00213,4.55e-05,0.00455,0,0.000412
"10","Sep",0.00403,0.000357,2.75e-05,0.00703,0,0.000817
"11","Oct",0.00207,0,8.43e-06,0.00373,0,0.000362
"12","Nov",0.00111,0,3.15e-06,0.00522,0,0.000479
"13","Dec",0.000704,0,1.35e-06,0.0044,0,0.000386
