"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00314,6.29e-06,2.45e-05,0.00515,0,0.000642
"2","Jan",0.000859,0,1.93e-06,0.00636,0,0.000996
"3","Feb",0.00103,0,2.47e-06,0.00441,0,0.000424
"4","Mar",0.00171,3.01e-05,5.47e-06,0.00641,0,0.000581
"5","Apr",0.00273,0.000788,1.18e-05,0.00467,0,0.000553
"6","May",0.00434,0.00203,2.63e-05,0.0049,0,0.00042
"7","Jun",0.00638,0.00331,5.14e-05,0.00645,0,0.000943
"8","Jul",0.00656,0.00318,5.39e-05,0.0052,0,0.000582
"9","Aug",0.00582,0.00188,4.65e-05,0.00401,0,0.000378
"10","Sep",0.00394,0.000211,2.55e-05,0.00669,0,0.00122
"11","Oct",0.00217,0,9.01e-06,0.00304,0,0.000388
"12","Nov",0.00127,0,4.13e-06,0.00547,0,0.000822
"13","Dec",0.000782,0,1.66e-06,0.00422,0,0.000394
