"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00361,2.34e-05,3.25e-05,0.00514,0,0.000717
"2","Jan",0.000989,0,2.4e-06,0.0057,0,0.000717
"3","Feb",0.00121,0,3.21e-06,0.00464,0,0.000655
"4","Mar",0.00187,0,6.34e-06,0.00686,0,0.00096
"5","Apr",0.00303,0.000878,1.4e-05,0.00435,0,0.000568
"6","May",0.00479,0.00215,3.29e-05,0.0047,0,0.000454
"7","Jun",0.00718,0.00379,6.59e-05,0.00496,0,0.000621
"8","Jul",0.00795,0.00391,8.1e-05,0.0069,0,0.0011
"9","Aug",0.00632,0.00214,5.54e-05,0.00487,0,0.000774
"10","Sep",0.00474,0.000424,3.68e-05,0.0061,0,0.000769
"11","Oct",0.00257,0,1.23e-05,0.0043,0,0.000865
"12","Nov",0.00153,0,5.53e-06,0.00378,0,0.000549
"13","Dec",0.000945,0,2.28e-06,0.0044,0,0.000546
