"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00267,1.2e-05,1.78e-05,0.00533,0,0.000402
"2","Jan",0.000678,0,1.28e-06,0.00505,0,0.000267
"3","Feb",0.000813,0,1.62e-06,0.0054,0,0.000336
"4","Mar",0.00139,1.91e-05,3.85e-06,0.00654,0,0.000357
"5","Apr",0.00237,0.000652,9.27e-06,0.00562,0,0.000367
"6","May",0.00378,0.00178,2.01e-05,0.00614,0,0.000543
"7","Jun",0.00558,0.00299,3.84e-05,0.00539,0,0.00045
"8","Jul",0.00552,0.00277,3.76e-05,0.00691,0,0.000805
"9","Aug",0.00492,0.00175,3.24e-05,0.00552,0,0.000529
"10","Sep",0.0033,0.000186,1.78e-05,0.00476,0,0.000444
"11","Oct",0.00187,0,6.73e-06,0.00291,0,0.000147
"12","Nov",0.00102,0,2.8e-06,0.00488,0,0.000312
"13","Dec",0.000632,0,1.11e-06,0.00477,0,0.000254
