"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00288,1.3e-05,2.06e-05,0.00513,0,0.000336
"2","Jan",0.000737,0,1.5e-06,0.00502,0,0.000241
"3","Feb",0.000878,0,1.87e-06,0.00518,0,0.000313
"4","Mar",0.00151,1.35e-05,4.5e-06,0.00624,0,0.000323
"5","Apr",0.00258,0.000703,1.1e-05,0.0055,0,0.000309
"6","May",0.00407,0.0019,2.3e-05,0.00576,0,0.000416
"7","Jun",0.00604,0.00317,4.48e-05,0.00547,0,0.000414
"8","Jul",0.00591,0.00281,4.29e-05,0.00611,0,0.000585
"9","Aug",0.00533,0.00181,3.83e-05,0.00515,0,0.000428
"10","Sep",0.00354,0.000199,2.03e-05,0.00463,0,0.000322
"11","Oct",0.00202,0,7.91e-06,0.00312,0,0.000158
"12","Nov",0.0011,0,3.19e-06,0.0049,0,0.000286
"13","Dec",0.000683,0,1.29e-06,0.00454,0,0.000234
