"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00307,1.65e-05,2.41e-05,0.00523,0,0.000663
"2","Jan",0.000786,0,1.65e-06,0.00595,0,8e-04
"3","Feb",0.000948,0,2.1e-06,0.0039,0,0.000438
"4","Mar",0.00161,9.79e-06,4.9e-06,0.00616,0,0.000564
"5","Apr",0.00264,0.000764,1.11e-05,0.00457,0,0.000436
"6","May",0.00433,0.00203,2.68e-05,0.00483,0,0.000467
"7","Jun",0.00636,0.00348,5.06e-05,0.0065,0,0.000923
"8","Jul",0.00654,0.00318,5.46e-05,0.00569,0,0.000584
"9","Aug",0.00565,0.00199,4.34e-05,0.00445,0,0.000671
"10","Sep",0.00388,0.000234,2.54e-05,0.00752,0,0.00133
"11","Oct",0.0021,0,8.61e-06,0.00322,0,0.000409
"12","Nov",0.00119,0,3.68e-06,0.00561,0,0.000897
"13","Dec",0.000732,0,1.45e-06,0.0044,0,0.000431
