"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00343,3.23e-05,3.1e-05,0.00491,0,0.000524
"2","Jan",0.000807,0,1.67e-06,0.00547,0,0.000575
"3","Feb",0.00103,0,2.38e-06,0.00422,0,0.000362
"4","Mar",0.00166,0,5.26e-06,0.00722,0,0.000748
"5","Apr",0.00277,0.000837,1.16e-05,0.0043,0,0.000347
"6","May",0.00479,0.00222,3.32e-05,0.00456,0,0.000337
"7","Jun",0.00694,0.0038,6.14e-05,0.00434,0,0.000376
"8","Jul",0.00793,0.00398,8.07e-05,0.00496,0,0.000505
"9","Aug",0.00616,0.00219,5.18e-05,0.00459,0,0.000585
"10","Sep",0.00452,0.000449,3.39e-05,0.00639,0,0.000955
"11","Oct",0.00232,0,1.03e-05,0.00376,0,0.000434
"12","Nov",0.00129,0,4.02e-06,0.00421,0,0.000411
"13","Dec",0.000816,0,1.74e-06,0.00488,0,0.000631
