"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00347,1.46e-05,3.05e-05,0.00523,0,0.000571
"2","Jan",0.000928,0,2.23e-06,0.00593,0,0.000656
"3","Feb",0.00111,0,2.81e-06,0.00456,0,0.000422
"4","Mar",0.00187,1.76e-05,6.45e-06,0.00635,0,0.000579
"5","Apr",0.00299,0.000858,1.41e-05,0.00431,0,0.00041
"6","May",0.00478,0.00225,3.2e-05,0.0051,0,0.000487
"7","Jun",0.00717,0.00378,6.52e-05,0.00588,0,0.000671
"8","Jul",0.00734,0.0035,6.91e-05,0.00644,0,0.000723
"9","Aug",0.00638,0.00207,5.65e-05,0.00435,0,0.000486
"10","Sep",0.00436,0.000255,3.16e-05,0.00691,0,0.00103
"11","Oct",0.00237,0,1.07e-05,0.00337,0,0.000356
"12","Nov",0.00138,0,4.78e-06,0.00519,0,0.000656
"13","Dec",0.000839,0,1.87e-06,0.00431,0,0.000368
