"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0035,2.89e-05,3.18e-05,0.00506,0,0.000563
"2","Jan",0.000871,0,1.95e-06,0.00555,0,6e-04
"3","Feb",0.00109,0,2.69e-06,0.00472,0,0.000487
"4","Mar",0.00178,0,5.89e-06,0.00714,0,0.000746
"5","Apr",0.00293,0.000837,1.34e-05,0.00437,0,0.000373
"6","May",0.00481,0.00218,3.36e-05,0.00433,0,0.00031
"7","Jun",0.00709,0.00381,6.41e-05,0.00511,0,0.000568
"8","Jul",0.00788,0.00389,8.04e-05,0.00585,0,0.000628
"9","Aug",0.00632,0.00226,5.53e-05,0.00467,0,0.000674
"10","Sep",0.00452,0.000384,3.43e-05,0.00631,0,0.000783
"11","Oct",0.00234,0,1.05e-05,0.00388,0,0.000469
"12","Nov",0.00135,0,4.44e-06,0.00429,0,0.000655
"13","Dec",0.00084,0,1.86e-06,0.00448,0,0.000452
