"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00341,2.65e-05,2.83e-05,0.00492,0,0.000718
"2","Jan",0.000953,0,2.1e-06,0.0055,0,0.000826
"3","Feb",0.00113,0,2.65e-06,0.00465,0,0.000768
"4","Mar",0.00168,0,4.89e-06,0.00694,0,0.000993
"5","Apr",0.00266,0.000826,1.03e-05,0.00403,0,0.000508
"6","May",0.00433,0.00205,2.59e-05,0.00439,0,0.000404
"7","Jun",0.00651,0.00356,5.25e-05,0.00469,0,0.000591
"8","Jul",0.00752,0.00388,7.13e-05,0.00611,0,0.000755
"9","Aug",0.00615,0.00221,5.15e-05,0.00479,0,0.000985
"10","Sep",0.00471,0.000471,3.56e-05,0.00561,0,0.000902
"11","Oct",0.0026,0,1.23e-05,0.00403,0,8e-04
"12","Nov",0.00154,0,5.38e-06,0.00371,0,0.000427
"13","Dec",0.000961,0,2.24e-06,0.00453,0,0.000639
