"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0027,1.04e-05,1.8e-05,0.00539,0,0.000391
"2","Jan",0.000705,0,1.37e-06,0.00533,0,0.000284
"3","Feb",0.000837,0,1.69e-06,0.00548,0,0.000356
"4","Mar",0.00143,1.62e-05,4e-06,0.00664,0,0.000376
"5","Apr",0.00242,0.000673,9.58e-06,0.00542,0,0.000343
"6","May",0.00379,0.0018,1.99e-05,0.0064,0,0.000547
"7","Jun",0.00562,0.00299,3.88e-05,0.00541,0,0.000459
"8","Jul",0.00555,0.00271,3.78e-05,0.0069,0,0.000676
"9","Aug",0.005,0.00174,3.34e-05,0.00541,0,0.000486
"10","Sep",0.00333,0.000187,1.79e-05,0.00506,0,0.000453
"11","Oct",0.0019,0,6.91e-06,0.00297,0,0.00015
"12","Nov",0.00105,0,2.91e-06,0.00482,0,0.000293
"13","Dec",0.000651,0,1.17e-06,0.00482,0,0.000254
