"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00324,1.06e-05,2.65e-05,0.00525,0,0.000713
"2","Jan",0.000863,0,1.96e-06,0.00605,0,0.000814
"3","Feb",0.00104,0,2.5e-06,0.00446,0,0.000703
"4","Mar",0.00173,2.12e-05,5.6e-06,0.00643,0,0.000642
"5","Apr",0.00279,0.000808,1.24e-05,0.00433,0,0.000509
"6","May",0.0045,0.00213,2.85e-05,0.00518,0,0.000565
"7","Jun",0.00671,0.00359,5.69e-05,0.00628,0,0.000939
"8","Jul",0.00678,0.00327,5.85e-05,0.00653,0,0.000904
"9","Aug",0.00596,0.00196,4.89e-05,0.0046,0,0.00065
"10","Sep",0.00407,0.000237,2.76e-05,0.00668,0,0.00125
"11","Oct",0.00222,0,9.49e-06,0.00304,0,0.000386
"12","Nov",0.00128,0,4.2e-06,0.00534,0,0.000811
"13","Dec",0.000784,0,1.65e-06,0.00409,0,0.000391
