"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00357,1.38e-05,3.25e-05,0.00492,0,0.000525
"2","Jan",0.000952,0,2.34e-06,0.00541,0,0.000571
"3","Feb",0.00114,0,2.9e-06,0.0045,0,0.000384
"4","Mar",0.00193,1.05e-05,6.85e-06,0.00622,0,0.00058
"5","Apr",0.00308,0.000876,1.49e-05,0.00408,0,0.000392
"6","May",0.00489,0.00225,3.36e-05,0.00469,0,0.000418
"7","Jun",0.00738,0.00386,6.95e-05,0.00508,0,0.00058
"8","Jul",0.00762,0.0036,7.52e-05,0.0062,0,0.000723
"9","Aug",0.00654,0.00212,6e-05,0.00415,0,0.000472
"10","Sep",0.0045,0.000278,3.36e-05,0.00626,0,0.000901
"11","Oct",0.00242,0,1.12e-05,0.00359,0,0.00039
"12","Nov",0.00142,0,5.01e-06,0.00457,0,0.00054
"13","Dec",0.000858,0,1.94e-06,0.00431,0,0.00034
