"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00331,8.5e-06,2.74e-05,0.00518,0,0.00054
"2","Jan",0.000906,0,2.12e-06,0.00625,0,0.000738
"3","Feb",0.00108,0,2.7e-06,0.00451,0,0.000331
"4","Mar",0.00181,2.76e-05,6.04e-06,0.00638,0,0.000546
"5","Apr",0.00287,0.00083,1.3e-05,0.00464,0,0.000482
"6","May",0.00456,0.00216,2.89e-05,0.0051,0,0.000402
"7","Jun",0.00673,0.00345,5.74e-05,0.00603,0,0.000697
"8","Jul",0.00694,0.00333,6.08e-05,0.00559,0,0.000571
"9","Aug",0.00613,0.002,5.21e-05,0.00402,0,0.000336
"10","Sep",0.00416,0.000226,2.84e-05,0.0069,0,0.000993
"11","Oct",0.00228,0,9.9e-06,0.00315,0,0.000336
"12","Nov",0.00134,0,4.56e-06,0.00528,0,0.000685
"13","Dec",0.000821,0,1.81e-06,0.00433,0,0.000353
