"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00356,5.82e-06,3.16e-05,0.00506,0,0.000511
"2","Jan",0.000988,0,2.5e-06,0.00591,0,0.000542
"3","Feb",0.00118,0,3.18e-06,0.00473,0,0.000336
"4","Mar",0.00197,2.49e-05,7.08e-06,0.00625,0,0.000529
"5","Apr",0.00309,0.000903,1.49e-05,0.0047,0,0.000497
"6","May",0.00488,0.00227,3.28e-05,0.00513,0,5e-04
"7","Jun",0.0071,0.00357,6.48e-05,0.00499,0,0.000477
"8","Jul",0.00753,0.00359,7.18e-05,0.00599,0,0.000705
"9","Aug",0.00658,0.00201,6.1e-05,0.00382,0,0.000378
"10","Sep",0.00448,0.000246,3.28e-05,0.00677,0,0.000879
"11","Oct",0.00246,0,1.15e-05,0.00341,0,0.000348
"12","Nov",0.00147,0,5.4e-06,0.00461,0,0.000544
"13","Dec",0.000893,0,2.12e-06,0.0044,0,0.000389
