"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0035,2.36e-05,3.15e-05,0.00511,0,0.000526
"2","Jan",0.000883,0,2.04e-06,0.00557,0,0.000528
"3","Feb",0.00108,0,2.67e-06,0.00435,0,0.00042
"4","Mar",0.00183,4.17e-07,6.24e-06,0.00659,0,0.000647
"5","Apr",0.00299,0.000862,1.41e-05,0.00413,0,0.000318
"6","May",0.00488,0.00228,3.42e-05,0.00434,0,0.000318
"7","Jun",0.0072,0.00391,6.56e-05,0.00639,0,0.000717
"8","Jul",0.00762,0.00364,7.5e-05,0.00604,0,0.000556
"9","Aug",0.00638,0.00225,5.62e-05,0.00411,0,0.000451
"10","Sep",0.00443,0.000298,3.31e-05,0.00693,0,0.000844
"11","Oct",0.00236,0,1.08e-05,0.0034,0,0.000386
"12","Nov",0.00135,0,4.56e-06,0.00497,0,0.000727
"13","Dec",0.000832,0,1.85e-06,0.00449,0,0.000397
