"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00353,2.24e-05,3.23e-05,0.00491,0,0.000506
"2","Jan",0.000888,0,2.04e-06,0.00536,0,0.000524
"3","Feb",0.0011,0,2.76e-06,0.00447,0,0.000454
"4","Mar",0.00183,0,6.19e-06,0.00674,0,0.000706
"5","Apr",0.003,0.000855,1.42e-05,0.00421,0,0.00035
"6","May",0.00488,0.00226,3.44e-05,0.00405,0,0.000266
"7","Jun",0.00721,0.00389,6.62e-05,0.00533,0,0.000542
"8","Jul",0.00781,0.00379,7.95e-05,0.00609,0,0.000626
"9","Aug",0.00639,0.00226,5.67e-05,0.00422,0,0.000449
"10","Sep",0.00448,0.00034,3.39e-05,0.00622,0,0.000733
"11","Oct",0.00237,0,1.08e-05,0.00355,0,0.000418
"12","Nov",0.00136,0,4.56e-06,0.00429,0,0.000583
"13","Dec",0.00084,0,1.88e-06,0.00442,0,0.000408
