"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00309,0,2.32e-05,0.00499,0,0.000499
"2","Jan",0.000868,0,1.94e-06,0.00607,0,0.000726
"3","Feb",0.00105,0,2.54e-06,0.00458,0,0.000293
"4","Mar",0.00173,2e-05,5.68e-06,0.00639,0,0.000498
"5","Apr",0.00278,0.000776,1.25e-05,0.00479,0,0.000546
"6","May",0.00439,0.00197,2.67e-05,0.0049,0,0.000377
"7","Jun",0.00565,0.00288,4.04e-05,0.00616,0,0.000695
"8","Jul",0.0065,0.00302,5.25e-05,0.0054,0,0.000541
"9","Aug",0.00582,0.00184,4.62e-05,0.00417,0,0.000519
"10","Sep",0.0039,0.000189,2.47e-05,0.00564,0,0.000691
"11","Oct",0.0022,0,9.16e-06,0.00254,0,0.000196
"12","Nov",0.0013,0,4.19e-06,0.00497,0,0.000586
"13","Dec",0.000816,0,1.79e-06,0.00426,0,0.000302
