"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00341,3.33e-05,3.09e-05,0.00483,0,0.000649
"2","Jan",0.000792,0,1.62e-06,0.00533,0,0.000585
"3","Feb",0.000998,0,2.24e-06,0.00421,0,0.000419
"4","Mar",0.00164,0,5.16e-06,0.00704,0,0.00081
"5","Apr",0.00275,0.000822,1.17e-05,0.00403,0,0.000342
"6","May",0.00476,0.00225,3.27e-05,0.00419,0,0.000357
"7","Jun",0.0069,0.00374,6.12e-05,0.00394,0,0.000571
"8","Jul",0.00788,0.004,8.01e-05,0.00492,0,0.000692
"9","Aug",0.00625,0.00229,5.34e-05,0.00465,0,0.000927
"10","Sep",0.00446,0.000417,3.3e-05,0.00636,0,0.000961
"11","Oct",0.0023,0,1.02e-05,0.0039,0,0.000571
"12","Nov",0.00127,0,3.9e-06,0.00458,0,0.000813
"13","Dec",0.000798,0,1.68e-06,0.00471,0,0.000715
