"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00343,3.07e-05,3.06e-05,0.00502,0,0.000562
"2","Jan",0.000834,0,1.77e-06,0.00544,0,0.00068
"3","Feb",0.00106,0,2.52e-06,0.00455,0,0.000434
"4","Mar",0.00167,0,5.35e-06,0.00704,0,0.000691
"5","Apr",0.00277,0.000841,1.16e-05,0.00449,0,0.000363
"6","May",0.00474,0.00219,3.23e-05,0.00463,0,0.000389
"7","Jun",0.00691,0.00384,6.02e-05,0.00474,0,0.000426
"8","Jul",0.0079,0.00398,7.94e-05,0.00507,0,0.000546
"9","Aug",0.00609,0.00216,5.07e-05,0.00519,0,0.000753
"10","Sep",0.00455,0.000469,3.4e-05,0.00634,0,0.000963
"11","Oct",0.00236,0,1.06e-05,0.00368,0,0.000468
"12","Nov",0.00133,0,4.27e-06,0.0043,0,0.000495
"13","Dec",0.000837,0,1.83e-06,0.00472,0,0.000517
