"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00401,1.81e-05,3.84e-05,0.00674,0,0.0012
"2","Jan",0.00123,0,3.63e-06,0.00686,0,0.000834
"3","Feb",0.00149,0,4.85e-06,0.00523,0,0.000628
"4","Mar",0.00222,0,8.87e-06,0.00761,0,0.001
"5","Apr",0.00349,0.000972,1.87e-05,0.00598,0,0.000894
"6","May",0.00525,0.0022,3.98e-05,0.00544,0,0.000675
"7","Jun",0.00782,0.00425,7.7e-05,0.00613,0,0.001
"8","Jul",0.00853,0.00398,9.42e-05,0.0104,0,0.00269
"9","Aug",0.00675,0.00221,6.34e-05,0.00802,0,0.0014
"10","Sep",0.00525,0.00049,4.39e-05,0.00854,0,0.00193
"11","Oct",0.00293,0,1.6e-05,0.00603,0,0.00193
"12","Nov",0.00185,0,7.98e-06,0.0054,0,0.000779
"13","Dec",0.00117,0,3.46e-06,0.00508,0,0.000603
