"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00339,1.14e-05,2.81e-05,0.00637,0,0.00103
"2","Jan",0.000964,0,2.35e-06,0.00768,0,0.00156
"3","Feb",0.00116,0,3.07e-06,0.00557,0,0.000896
"4","Mar",0.00187,3.16e-05,6.43e-06,0.00802,0,0.00102
"5","Apr",0.00297,0.000869,1.38e-05,0.00569,0,0.000883
"6","May",0.00464,0.0022,2.99e-05,0.00563,0,0.000566
"7","Jun",0.0068,0.00359,5.82e-05,0.00843,0,0.00172
"8","Jul",0.00702,0.00341,6.18e-05,0.00709,0,0.00106
"9","Aug",0.00622,0.00202,5.27e-05,0.00499,0,0.000596
"10","Sep",0.00427,0.000228,2.99e-05,0.00808,0,0.00178
"11","Oct",0.00234,0,1.04e-05,0.00364,0,0.000565
"12","Nov",0.0014,0,4.88e-06,0.00654,0,0.00115
"13","Dec",0.000878,0,2.02e-06,0.00514,0,0.000628
