"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00295,1.4e-05,2.11e-05,0.00651,0,0.000645
"2","Jan",0.000857,0,2.03e-06,0.00601,0,0.000413
"3","Feb",0.000979,0,2.21e-06,0.00695,0,0.000617
"4","Mar",0.0016,2.33e-05,4.9e-06,0.00777,0,0.00056
"5","Apr",0.00263,0.000736,1.12e-05,0.00702,0,0.000637
"6","May",0.00411,0.00193,2.35e-05,0.0075,0,0.000866
"7","Jun",0.00599,0.0032,4.41e-05,0.00672,0,0.000739
"8","Jul",0.00605,0.00303,4.51e-05,0.00838,0,0.00123
"9","Aug",0.00541,0.00192,3.9e-05,0.00677,0,0.000835
"10","Sep",0.00369,0.000208,2.2e-05,0.00556,0,0.000632
"11","Oct",0.00206,0,8.12e-06,0.0036,0,0.000248
"12","Nov",0.00117,0,3.53e-06,0.00572,0,0.000461
"13","Dec",0.000743,0,1.47e-06,0.00616,0,0.000477
