"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00353,9.51e-06,3.04e-05,0.00546,0,0.000756
"2","Jan",0.001,0,2.55e-06,0.00609,0,0.000951
"3","Feb",0.0012,0,3.31e-06,0.00467,0,0.000663
"4","Mar",0.00195,3.35e-05,6.97e-06,0.0068,0,0.000804
"5","Apr",0.00309,0.000901,1.51e-05,0.00463,0,0.000587
"6","May",0.00483,0.00227,3.25e-05,0.00514,0,0.000485
"7","Jun",0.00711,0.00382,6.31e-05,0.00729,0,0.00129
"8","Jul",0.00727,0.00356,6.6e-05,0.00627,0,0.000701
"9","Aug",0.00649,0.00213,5.75e-05,0.00482,0,0.000553
"10","Sep",0.00445,0.000246,3.27e-05,0.00734,0,0.00147
"11","Oct",0.00244,0,1.13e-05,0.00302,0,0.000376
"12","Nov",0.00144,0,5.27e-06,0.00505,0,0.000718
"13","Dec",0.000908,0,2.18e-06,0.00438,0,0.00048
