"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00329,1.26e-05,2.66e-05,0.00512,0,0.000444
"2","Jan",0.00089,0,2.02e-06,0.005,0,0.000351
"3","Feb",0.00107,0,2.63e-06,0.005,0,0.000384
"4","Mar",0.00178,2.74e-05,5.9e-06,0.00679,0,0.000501
"5","Apr",0.00289,0.000835,1.33e-05,0.00522,0,0.000435
"6","May",0.00455,0.00214,2.88e-05,0.00566,0,0.00048
"7","Jun",0.00665,0.00364,5.44e-05,0.00582,0,0.000595
"8","Jul",0.00686,0.00341,5.83e-05,0.00604,0,0.000578
"9","Aug",0.00609,0.00219,4.99e-05,0.0052,0,5e-04
"10","Sep",0.00414,0.000253,2.8e-05,0.00527,0,0.000638
"11","Oct",0.00227,0,9.85e-06,0.00265,0,0.000182
"12","Nov",0.0013,0,4.34e-06,0.0046,0,0.000384
"13","Dec",0.000817,0,1.76e-06,0.00424,0,0.000291
