"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00343,1.51e-05,2.91e-05,0.00662,0,0.0012
"2","Jan",0.000952,0,2.33e-06,0.008,0,0.00161
"3","Feb",0.00115,0,3e-06,0.00561,0,0.000983
"4","Mar",0.00187,1.76e-05,6.4e-06,0.00796,0,0.00111
"5","Apr",0.00298,0.000877,1.4e-05,0.00573,0,0.000885
"6","May",0.00473,0.00219,3.17e-05,0.00567,0,0.000743
"7","Jun",0.00696,0.00381,6.06e-05,0.00764,0,0.00153
"8","Jul",0.00716,0.00342,6.52e-05,0.00824,0,0.0015
"9","Aug",0.00625,0.00211,5.33e-05,0.0057,0,0.00107
"10","Sep",0.00434,0.000265,3.15e-05,0.00865,0,0.00197
"11","Oct",0.00235,0,1.06e-05,0.00382,0,0.000641
"12","Nov",0.00138,0,4.79e-06,0.00694,0,0.00151
"13","Dec",0.000871,0,1.98e-06,0.00552,0,0.000796
