"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0039,2.48e-05,3.83e-05,0.00622,0,0.000945
"2","Jan",0.00107,0,2.89e-06,0.00666,0,0.000882
"3","Feb",0.00131,0,3.82e-06,0.00584,0,0.000703
"4","Mar",0.0021,0,8.03e-06,0.00856,0,0.00134
"5","Apr",0.00342,0.000977,1.82e-05,0.00559,0,0.000892
"6","May",0.00528,0.00244,3.97e-05,0.0052,0,0.000557
"7","Jun",0.00789,0.00423,7.93e-05,0.00638,0,0.00123
"8","Jul",0.00848,0.00404,9.31e-05,0.00808,0,0.00141
"9","Aug",0.00692,0.00231,6.71e-05,0.00534,0,0.000787
"10","Sep",0.00494,0.000366,4.08e-05,0.00753,0,0.00126
"11","Oct",0.00264,0,1.32e-05,0.00455,0,0.000681
"12","Nov",0.00158,0,6.07e-06,0.00522,0,0.000802
"13","Dec",0.00099,0,2.54e-06,0.00561,0,0.000767
