"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00328,1.54e-05,2.66e-05,0.00609,0,0.000759
"2","Jan",0.000913,0,2.13e-06,0.0069,0,0.000965
"3","Feb",0.0011,0,2.73e-06,0.00511,0,0.000636
"4","Mar",0.00179,2.4e-05,5.88e-06,0.00752,0,0.000797
"5","Apr",0.00287,0.000838,1.3e-05,0.0053,0,0.000599
"6","May",0.00451,0.0021,2.86e-05,0.00558,0,0.000502
"7","Jun",0.00667,0.00361,5.54e-05,0.00753,0,0.00108
"8","Jul",0.00683,0.00336,5.84e-05,0.00749,0,0.000856
"9","Aug",0.00604,0.00202,4.95e-05,0.00561,0,0.000708
"10","Sep",0.00415,0.00024,2.85e-05,0.00765,0,0.00121
"11","Oct",0.00225,0,9.76e-06,0.00329,0,0.000396
"12","Nov",0.00132,0,4.42e-06,0.00605,0,0.000854
"13","Dec",0.00083,0,1.8e-06,0.00499,0,0.000509
