"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00379,3.49e-05,3.3e-05,0.00623,0,0.000973
"2","Jan",0.0012,0,3.26e-06,0.00694,0,0.001
"3","Feb",0.00143,0,4.08e-06,0.00547,0,0.000731
"4","Mar",0.00201,0,6.97e-06,0.00809,0,0.00119
"5","Apr",0.00304,0.000939,1.33e-05,0.00556,0,8e-04
"6","May",0.00467,0.00212,2.98e-05,0.00518,0,0.000531
"7","Jun",0.00691,0.00378,5.89e-05,0.00513,0,0.000683
"8","Jul",0.00806,0.00419,8.19e-05,0.00852,0,0.00151
"9","Aug",0.00655,0.0023,5.84e-05,0.00618,0,0.000919
"10","Sep",0.00527,0.000576,4.4e-05,0.00702,0,0.0011
"11","Oct",0.00303,0,1.65e-05,0.00563,0,0.00153
"12","Nov",0.0019,0,7.93e-06,0.00544,0,0.000798
"13","Dec",0.00122,0,3.5e-06,0.00553,0,0.000829
