"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00346,2.83e-06,2.91e-05,0.0064,0,0.000982
"2","Jan",0.001,0,2.51e-06,0.00806,0,0.00137
"3","Feb",0.0012,0,3.3e-06,0.0057,0,0.000568
"4","Mar",0.00194,3.19e-05,6.89e-06,0.00815,0,0.000977
"5","Apr",0.00306,0.000898,1.46e-05,0.00635,0,0.00105
"6","May",0.00477,0.00223,3.13e-05,0.0056,0,0.000596
"7","Jun",0.00667,0.00334,5.71e-05,0.00822,0,0.00153
"8","Jul",0.00722,0.00343,6.52e-05,0.00629,0,0.00105
"9","Aug",0.00639,0.00206,5.61e-05,0.00445,0,0.000547
"10","Sep",0.00436,0.000232,3.09e-05,0.00832,0,0.00176
"11","Oct",0.00241,0,1.09e-05,0.0034,0,0.000446
"12","Nov",0.00146,0,5.22e-06,0.00668,0,0.00119
"13","Dec",0.000921,0,2.23e-06,0.00559,0,0.000691
