"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00371,1.38e-06,3.3e-05,0.00651,0,0.000874
"2","Jan",0.00107,0,2.86e-06,0.00782,0,0.000944
"3","Feb",0.00131,0,3.85e-06,0.00597,0,0.000533
"4","Mar",0.0021,2.82e-05,8.02e-06,0.00801,0,0.000901
"5","Apr",0.0033,0.000936,1.7e-05,0.00657,0,0.000991
"6","May",0.00518,0.00236,3.68e-05,0.00579,0,0.000541
"7","Jun",0.0067,0.00324,5.77e-05,0.00852,0,0.00154
"8","Jul",0.00784,0.00357,7.67e-05,0.00692,0,0.000887
"9","Aug",0.00692,0.00212,6.63e-05,0.00504,0,0.000739
"10","Sep",0.00469,0.000221,3.57e-05,0.0087,0,0.0017
"11","Oct",0.00261,0,1.27e-05,0.00331,0,0.00034
"12","Nov",0.0016,0,6.16e-06,0.00598,0,0.000783
"13","Dec",0.00102,0,2.67e-06,0.00551,0,0.000573
