"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00333,1.27e-05,2.7e-05,0.00589,0,0.000675
"2","Jan",0.000951,0,2.28e-06,0.00689,0,0.001
"3","Feb",0.00115,0,3e-06,0.00516,0,0.000517
"4","Mar",0.00186,3.04e-05,6.34e-06,0.00748,0,0.000703
"5","Apr",0.00294,0.00085,1.37e-05,0.00535,0,0.000607
"6","May",0.00458,0.00212,2.9e-05,0.00561,0,0.000436
"7","Jun",0.00663,0.00349,5.5e-05,0.00778,0,0.00114
"8","Jul",0.00688,0.00335,5.87e-05,0.00653,0,0.000663
"9","Aug",0.00614,0.002,5.12e-05,0.00508,0,5e-04
"10","Sep",0.0042,0.000231,2.88e-05,0.00719,0,0.00107
"11","Oct",0.00232,0,1.02e-05,0.00313,0,0.000319
"12","Nov",0.00137,0,4.77e-06,0.00559,0,0.000668
"13","Dec",0.000871,0,2e-06,0.00495,0,0.000465
