"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00339,3.92e-06,2.74e-05,0.00632,0,0.000768
"2","Jan",0.000989,0,2.44e-06,0.00761,0,0.00112
"3","Feb",0.0012,0,3.23e-06,0.00566,0,0.000483
"4","Mar",0.00193,2.63e-05,6.84e-06,0.00804,0,0.000812
"5","Apr",0.00304,0.000864,1.46e-05,0.00618,0,0.000852
"6","May",0.00472,0.00218,3.06e-05,0.0058,0,0.000451
"7","Jun",0.00628,0.00319,5.01e-05,0.00869,0,0.00135
"8","Jul",0.00705,0.00344,6.14e-05,0.00643,0,0.000697
"9","Aug",0.00627,0.00203,5.35e-05,0.005,0,0.000606
"10","Sep",0.00428,0.000225,2.96e-05,0.00756,0,0.00114
"11","Oct",0.00239,0,1.08e-05,0.00322,0,0.000313
"12","Nov",0.00144,0,5.13e-06,0.00621,0,0.000856
"13","Dec",0.000926,0,2.25e-06,0.00545,0,0.000534
