"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0034,2.89e-05,3.07e-05,0.00454,0,0.000362
"2","Jan",0.000784,0,1.64e-06,0.00496,0,0.000408
"3","Feb",0.000983,0,2.22e-06,0.00394,0,0.000229
"4","Mar",0.00167,0,5.39e-06,0.00627,0,0.000455
"5","Apr",0.00281,0.000844,1.23e-05,0.00433,0,0.000256
"6","May",0.00481,0.00229,3.34e-05,0.00439,0,0.000246
"7","Jun",0.00697,0.00379,6.2e-05,0.00397,0,0.000343
"8","Jul",0.00776,0.00399,7.69e-05,0.0044,0,0.000369
"9","Aug",0.0062,0.00229,5.29e-05,0.00402,0,0.000357
"10","Sep",0.00443,0.000391,3.31e-05,0.00598,0,0.000575
"11","Oct",0.00225,0,9.85e-06,0.00321,0,0.000284
"12","Nov",0.00124,0,3.84e-06,0.0046,0,0.000424
"13","Dec",0.000779,0,1.63e-06,0.00432,0,0.000385
