"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00325,1.4e-05,2.67e-05,0.00473,0,0.000565
"2","Jan",0.000851,0,1.91e-06,0.00551,0,0.000691
"3","Feb",0.00102,0,2.44e-06,0.00405,0,0.000472
"4","Mar",0.00174,1.59e-05,5.63e-06,0.00576,0,0.000506
"5","Apr",0.00282,0.000818,1.26e-05,0.00423,0,0.000453
"6","May",0.00453,0.00211,2.92e-05,0.00473,0,0.00049
"7","Jun",0.00673,0.00368,5.68e-05,0.00531,0,0.000681
"8","Jul",0.00682,0.00327,5.93e-05,0.00555,0,0.000626
"9","Aug",0.00595,0.002,4.84e-05,0.00395,0,0.000503
"10","Sep",0.00412,0.000252,2.85e-05,0.00631,0,0.00101
"11","Oct",0.00224,0,9.7e-06,0.00245,0,0.000247
"12","Nov",0.0013,0,4.3e-06,0.00495,0,0.00073
"13","Dec",0.00078,0,1.63e-06,0.004,0,0.000365
