"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00378,2.58e-05,3.41e-05,0.00483,0,0.000638
"2","Jan",0.00112,0,2.89e-06,0.00526,0,0.000512
"3","Feb",0.00133,0,3.72e-06,0.00436,0,0.000418
"4","Mar",0.002,0,6.96e-06,0.00599,0,0.000643
"5","Apr",0.00314,0.000931,1.45e-05,0.00439,0,0.000513
"6","May",0.00486,0.0022,3.35e-05,0.0044,0,0.000411
"7","Jun",0.00728,0.00398,6.61e-05,0.00395,0,0.000427
"8","Jul",0.00814,0.00396,8.51e-05,0.00709,0,0.00155
"9","Aug",0.00654,0.00229,5.82e-05,0.00466,0,0.000517
"10","Sep",0.00511,5e-04,4.14e-05,0.00575,0,0.000869
"11","Oct",0.00285,0,1.47e-05,0.00436,0,0.000961
"12","Nov",0.00176,0,6.97e-06,0.00374,0,0.000454
"13","Dec",0.00108,0,2.85e-06,0.00397,0,0.000349
