"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0032,2.63e-05,2.68e-05,0.00413,0,0.000289
"2","Jan",0.000718,0,1.36e-06,0.00424,0,0.000257
"3","Feb",0.000879,0,1.76e-06,0.00333,0,0.000147
"4","Mar",0.00159,1.49e-07,4.86e-06,0.00529,0,0.000306
"5","Apr",0.00269,0.000819,1.13e-05,0.00475,0,0.000311
"6","May",0.00463,0.00222,3.05e-05,0.00433,0,0.000268
"7","Jun",0.00665,0.00372,5.44e-05,0.00438,0,0.000336
"8","Jul",0.00706,0.00365,6.26e-05,0.00435,0,0.000376
"9","Aug",0.00594,0.00221,4.79e-05,0.00376,0,0.000271
"10","Sep",0.00412,3e-04,2.83e-05,0.00473,0,0.000419
"11","Oct",0.00214,0,8.83e-06,0.00256,0,0.000186
"12","Nov",0.00116,0,3.44e-06,0.00459,0,0.000393
"13","Dec",0.000723,0,1.41e-06,0.00322,0,0.000192
