"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00323,0,2.52e-05,0.00433,0,0.000373
"2","Jan",0.00089,0,2.02e-06,0.00496,0,0.000505
"3","Feb",0.00108,0,2.68e-06,0.00418,0,0.000255
"4","Mar",0.00182,1.73e-05,6.19e-06,0.00557,0,0.000367
"5","Apr",0.00294,0.000817,1.39e-05,0.00442,0,0.000488
"6","May",0.00456,0.00205,2.89e-05,0.00452,0,0.000335
"7","Jun",0.00588,0.00294,4.37e-05,0.00524,0,0.000502
"8","Jul",0.00679,0.00315,5.71e-05,0.00464,0,0.000378
"9","Aug",0.00607,0.00196,5.04e-05,0.00355,0,0.00037
"10","Sep",0.00409,0.000194,2.72e-05,0.00488,0,0.000518
"11","Oct",0.00231,0,1e-05,0.00196,0,0.000103
"12","Nov",0.00138,0,4.67e-06,0.00426,0,0.000408
"13","Dec",0.000856,0,1.95e-06,0.00382,0,0.00024
