"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00383,2.25e-05,3.7e-05,0.0046,0,0.000457
"2","Jan",0.00105,0,2.83e-06,0.00526,0,0.00045
"3","Feb",0.00127,0,3.7e-06,0.00398,0,0.000272
"4","Mar",0.00207,0,7.91e-06,0.00614,0,0.000645
"5","Apr",0.00335,0.00096,1.74e-05,0.00441,0,0.000437
"6","May",0.00516,0.00232,3.82e-05,0.00447,0,4e-04
"7","Jun",0.00779,0.00401,7.86e-05,0.00408,0,0.000345
"8","Jul",0.00833,0.004,8.93e-05,0.00588,0,0.000671
"9","Aug",0.00669,0.0022,6.28e-05,0.00423,0,0.000387
"10","Sep",0.00493,0.000379,4.03e-05,0.00605,0,0.00075
"11","Oct",0.00261,0,1.29e-05,0.00348,0,0.000391
"12","Nov",0.00159,0,6.12e-06,0.00343,0,0.000374
"13","Dec",0.000945,0,2.35e-06,0.00376,0,0.000342
