"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00309,1.52e-05,2.43e-05,0.00365,0,0.00023
"2","Jan",0.00076,0,1.53e-06,0.00353,0,0.000179
"3","Feb",0.000934,0,2.05e-06,0.00312,0,0.00016
"4","Mar",0.00162,1.89e-05,4.95e-06,0.00492,0,0.000258
"5","Apr",0.00269,0.000789,1.17e-05,0.0036,0,0.000213
"6","May",0.00434,0.00205,2.64e-05,0.00402,0,0.000246
"7","Jun",0.00641,0.00349,5.11e-05,0.00429,0,0.000302
"8","Jul",0.00655,0.00317,5.4e-05,0.00426,0,0.000251
"9","Aug",0.00574,0.00196,4.48e-05,0.00385,0,0.000287
"10","Sep",0.0039,0.000241,2.52e-05,0.00402,0,0.000373
"11","Oct",0.00212,0,8.69e-06,0.00168,0,8.76e-05
"12","Nov",0.0012,0,3.71e-06,0.00341,0,0.000211
"13","Dec",0.000725,0,1.42e-06,0.00304,0,0.000182
