"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00277,1.23e-05,1.9e-05,0.00493,0,0.000333
"2","Jan",0.000706,0,1.36e-06,0.00482,0,0.000237
"3","Feb",0.000851,0,1.74e-06,0.00553,0,0.000356
"4","Mar",0.00147,2.06e-05,4.21e-06,0.00606,0,0.000292
"5","Apr",0.00248,0.00069,1.01e-05,0.00556,0,0.000359
"6","May",0.00391,0.00183,2.13e-05,0.00599,0,0.000512
"7","Jun",0.00578,0.0031,4.11e-05,0.00486,0,0.000354
"8","Jul",0.0057,0.00285,4.01e-05,0.00627,0,0.000645
"9","Aug",0.00505,0.00179,3.41e-05,0.00494,0,0.00041
"10","Sep",0.00344,0.000194,1.93e-05,0.00407,0,0.000308
"11","Oct",0.00194,0,7.24e-06,0.00243,0,9.27e-05
"12","Nov",0.00108,0,3.08e-06,0.00422,0,0.000218
"13","Dec",0.000664,0,1.21e-06,0.00437,0,0.000203
