"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00294,1.24e-05,2.17e-05,0.00425,0,0.000279
"2","Jan",0.000732,0,1.44e-06,0.00437,0,0.000225
"3","Feb",0.000895,0,1.91e-06,0.00475,0,0.000286
"4","Mar",0.00155,2.45e-05,4.63e-06,0.00568,0,0.000279
"5","Apr",0.00261,0.000745,1.11e-05,0.0049,0,0.000336
"6","May",0.00416,0.00197,2.43e-05,0.00511,0,0.000416
"7","Jun",0.00612,0.00328,4.62e-05,0.00415,0,0.000296
"8","Jul",0.00614,0.00312,4.7e-05,0.005,0,0.000436
"9","Aug",0.00542,0.00197,3.94e-05,0.00426,0,0.000352
"10","Sep",0.00369,0.000225,2.22e-05,0.00368,0,0.000299
"11","Oct",0.00206,0,8.11e-06,0.00197,0,7.51e-05
"12","Nov",0.00114,0,3.41e-06,0.00359,0,0.000182
"13","Dec",0.000702,0,1.34e-06,0.00351,0,0.000154
