"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00327,1.45e-05,2.69e-05,0.00337,0,2e-04
"2","Jan",0.000813,0,1.76e-06,0.00324,0,0.000147
"3","Feb",0.000994,0,2.33e-06,0.00301,0,0.000155
"4","Mar",0.00172,2.32e-05,5.63e-06,0.00462,0,0.000224
"5","Apr",0.00287,0.000845,1.32e-05,0.00336,0,0.000193
"6","May",0.00458,0.00217,2.93e-05,0.00379,0,0.000231
"7","Jun",0.00677,0.00374,5.64e-05,0.00399,0,0.000283
"8","Jul",0.00688,0.0034,5.91e-05,0.00405,0,0.000248
"9","Aug",0.00605,0.00213,4.95e-05,0.0036,0,0.000252
"10","Sep",0.00411,0.000263,2.77e-05,0.00352,0,0.000303
"11","Oct",0.00226,0,9.8e-06,0.00155,0,6.77e-05
"12","Nov",0.00127,0,4.21e-06,0.00299,0,0.000153
"13","Dec",0.000775,0,1.62e-06,0.00271,0,0.000133
