"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00297,9.97e-06,2.18e-05,0.00384,0,0.000244
"2","Jan",0.000763,0,1.53e-06,0.00396,0,0.000239
"3","Feb",0.000924,0,2.01e-06,0.00342,0,0.000156
"4","Mar",0.00158,2.07e-05,4.74e-06,0.00501,0,0.000266
"5","Apr",0.00263,0.000746,1.11e-05,0.00377,0,0.000243
"6","May",0.00412,0.00194,2.36e-05,0.00461,0,0.000277
"7","Jun",0.00615,0.00334,4.67e-05,0.00446,0,0.000323
"8","Jul",0.00615,0.00308,4.63e-05,0.00477,0,0.000341
"9","Aug",0.00549,0.00194,4.05e-05,0.0038,0,0.000257
"10","Sep",0.00371,0.000209,2.25e-05,0.00409,0,0.000371
"11","Oct",0.00206,0,8.15e-06,0.00161,0,6.4e-05
"12","Nov",0.00118,0,3.62e-06,0.00343,0,0.00022
"13","Dec",0.00071,0,1.37e-06,0.00316,0,0.000157
