"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00359,2.99e-05,3.38e-05,0.00454,0,0.000462
"2","Jan",0.000867,0,1.93e-06,0.00499,0,0.00043
"3","Feb",0.00109,0,2.69e-06,0.00422,0,0.00041
"4","Mar",0.00182,0,6.15e-06,0.00607,0,0.00051
"5","Apr",0.00301,0.000878,1.4e-05,0.00409,0,0.000318
"6","May",0.00499,0.0023,3.62e-05,0.00431,0,0.000346
"7","Jun",0.0073,0.0039,6.9e-05,0.00399,0,0.000366
"8","Jul",0.00811,0.00418,8.39e-05,0.00446,0,0.000435
"9","Aug",0.00654,0.00232,5.89e-05,0.00415,0,0.00057
"10","Sep",0.00466,0.000383,3.66e-05,0.00635,0,0.000811
"11","Oct",0.00238,0,1.09e-05,0.00329,0,0.000357
"12","Nov",0.00136,0,4.55e-06,0.00444,0,0.000619
"13","Dec",0.000845,0,1.89e-06,0.00412,0,0.000365
