"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00325,6.6e-06,2.62e-05,0.00471,0,0.00052
"2","Jan",0.000882,0,2.02e-06,0.00575,0,0.000784
"3","Feb",0.00106,0,2.6e-06,0.00429,0,0.000398
"4","Mar",0.00178,3.13e-05,5.87e-06,0.0059,0,0.000473
"5","Apr",0.00285,0.000827,1.28e-05,0.00462,0,0.000541
"6","May",0.00448,0.0021,2.78e-05,0.00464,0,0.000369
"7","Jun",0.00659,0.00343,5.48e-05,0.0057,0,0.000718
"8","Jul",0.00677,0.00329,5.74e-05,0.00477,0,0.000482
"9","Aug",0.00601,0.00194,4.94e-05,0.00357,0,0.000292
"10","Sep",0.0041,0.00022,2.76e-05,0.00589,0,0.00093
"11","Oct",0.00225,0,9.66e-06,0.00253,0,0.000261
"12","Nov",0.00134,0,4.52e-06,0.00493,0,0.000653
"13","Dec",0.000804,0,1.74e-06,0.00399,0,0.000345
