"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00335,1.1e-05,2.83e-05,0.00479,0,0.000577
"2","Jan",0.000887,0,2.05e-06,0.00549,0,0.000652
"3","Feb",0.00107,0,2.63e-06,0.00435,0,0.000665
"4","Mar",0.0018,2.25e-05,6.02e-06,0.00592,0,0.000523
"5","Apr",0.00291,0.000845,1.34e-05,0.00429,0,0.000497
"6","May",0.00464,0.0022,3.02e-05,0.00498,0,0.000516
"7","Jun",0.00694,0.00372,6.07e-05,0.00553,0,0.000704
"8","Jul",0.00701,0.00338,6.24e-05,0.00585,0,0.000707
"9","Aug",0.00615,0.00202,5.21e-05,0.00402,0,0.000486
"10","Sep",0.00424,0.000246,2.99e-05,0.0059,0,0.000958
"11","Oct",0.0023,0,1.02e-05,0.00246,0,0.000244
"12","Nov",0.00135,0,4.59e-06,0.0048,0,0.000641
"13","Dec",0.000806,0,1.73e-06,0.00386,0,0.000339
