"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00355,2.17e-05,3.25e-05,0.00467,0,0.000533
"2","Jan",0.000877,0,2.02e-06,0.00483,0,0.000414
"3","Feb",0.00107,0,2.67e-06,0.00382,0,0.000361
"4","Mar",0.00185,0,6.44e-06,0.00578,0,0.000506
"5","Apr",0.00304,0.000868,1.45e-05,0.00428,0,0.000381
"6","May",0.00497,0.00236,3.55e-05,0.00435,0,0.000326
"7","Jun",0.0073,0.00404,6.69e-05,0.00577,0,0.000646
"8","Jul",0.00769,0.0037,7.63e-05,0.00473,0,0.000437
"9","Aug",0.0065,0.00228,5.8e-05,0.00381,0,0.000527
"10","Sep",0.00454,0.000288,3.49e-05,0.00713,0,0.00125
"11","Oct",0.00241,0,1.12e-05,0.00259,0,0.000266
"12","Nov",0.00137,0,4.79e-06,0.00488,0,0.000859
"13","Dec",0.000833,0,1.87e-06,0.00405,0,0.00043
