"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00321,1.08e-05,2.57e-05,0.00463,0,0.000505
"2","Jan",0.000864,0,1.95e-06,0.0055,0,0.000735
"3","Feb",0.00104,0,2.51e-06,0.00418,0,0.000467
"4","Mar",0.00175,2.96e-05,5.67e-06,0.00581,0,0.00047
"5","Apr",0.00281,0.000815,1.25e-05,0.00437,0,0.000496
"6","May",0.00443,0.0021,2.74e-05,0.00466,0,0.000364
"7","Jun",0.00657,0.00347,5.44e-05,0.00566,0,0.000737
"8","Jul",0.00669,0.00325,5.61e-05,0.00508,0,0.000512
"9","Aug",0.00592,0.00192,4.79e-05,0.0037,0,0.000313
"10","Sep",0.00405,0.000216,2.7e-05,0.00567,0,0.000849
"11","Oct",0.00222,0,9.44e-06,0.00245,0,0.000245
"12","Nov",0.00131,0,4.36e-06,0.00471,0,0.000566
"13","Dec",0.000788,0,1.67e-06,0.0038,0,0.000312
