"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00382,2.25e-05,3.5e-05,0.00481,0,0.00059
"2","Jan",0.00114,0,3.06e-06,0.00528,0,0.000478
"3","Feb",0.00136,0,3.96e-06,0.00428,0,0.000393
"4","Mar",0.00205,0,7.42e-06,0.00587,0,0.000566
"5","Apr",0.00323,0.000932,1.56e-05,0.00436,0,0.000463
"6","May",0.00496,0.00218,3.51e-05,0.00427,0,0.000374
"7","Jun",0.00741,0.00405,6.88e-05,0.00397,0,0.000411
"8","Jul",0.00822,0.00398,8.69e-05,0.00716,0,0.00138
"9","Aug",0.00657,0.00222,5.93e-05,0.0048,0,0.000487
"10","Sep",0.00512,0.000491,4.16e-05,0.00565,0,0.000815
"11","Oct",0.00285,0,1.48e-05,0.0044,0,0.00098
"12","Nov",0.00176,0,7.1e-06,0.0037,0,0.000376
"13","Dec",0.00109,0,2.92e-06,0.00389,0,0.000318
