"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00355,3.4e-05,3.17e-05,0.00467,0,0.000494
"2","Jan",0.00092,0,2.09e-06,0.00511,0,0.000557
"3","Feb",0.00115,0,2.85e-06,0.00487,0,0.000487
"4","Mar",0.00175,0,5.72e-06,0.00663,0,0.000726
"5","Apr",0.00286,0.000839,1.23e-05,0.00413,0,0.000356
"6","May",0.00472,0.00214,3.17e-05,0.00415,0,0.000342
"7","Jun",0.00696,0.00391,6.02e-05,0.00432,0,0.000427
"8","Jul",0.00811,0.00412,8.28e-05,0.00471,0,0.000568
"9","Aug",0.00623,0.00221,5.28e-05,0.00469,0,0.000729
"10","Sep",0.00481,0.000514,3.73e-05,0.00549,0,0.000583
"11","Oct",0.00253,0,1.2e-05,0.00367,0,0.00041
"12","Nov",0.00149,0,5.12e-06,0.00378,0,0.00034
"13","Dec",0.000924,0,2.16e-06,0.0045,0,0.000386
