"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.0031,1.17e-05,2.41e-05,0.00382,0,0.000225
"2","Jan",0.000777,0,1.61e-06,0.00387,0,0.000193
"3","Feb",0.000949,0,2.13e-06,0.00382,0,0.000203
"4","Mar",0.00164,2.55e-05,5.11e-06,0.0052,0,0.000258
"5","Apr",0.00274,0.000789,1.21e-05,0.00407,0,0.000243
"6","May",0.00434,0.00204,2.63e-05,0.0046,0,0.000294
"7","Jun",0.00644,0.00353,5.1e-05,0.00415,0,0.000274
"8","Jul",0.00649,0.00323,5.23e-05,0.00443,0,0.00028
"9","Aug",0.00574,0.00206,4.45e-05,0.0038,0,0.000246
"10","Sep",0.00389,0.000238,2.48e-05,0.00382,0,0.000317
"11","Oct",0.00215,0,8.88e-06,0.0017,0,6.56e-05
"12","Nov",0.00122,0,3.84e-06,0.0033,0,0.000175
"13","Dec",0.000737,0,1.47e-06,0.0031,0,0.000139
