"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00341,0,2.79e-05,0.00445,0,0.000401
"2","Jan",0.000965,0,2.41e-06,0.00539,0,0.000538
"3","Feb",0.00116,0,3.11e-06,0.00419,0,0.000276
"4","Mar",0.00192,2.73e-05,6.93e-06,0.00566,0,0.000361
"5","Apr",0.00308,0.000895,1.5e-05,0.00453,0,0.000458
"6","May",0.00479,0.00218,3.16e-05,0.00442,0,0.000289
"7","Jun",0.00644,0.00332,5.29e-05,0.00586,0,0.000692
"8","Jul",0.00708,0.00348,6.17e-05,0.00474,0,0.000472
"9","Aug",0.00628,0.00206,5.36e-05,0.00349,0,0.00033
"10","Sep",0.00428,0.000221,2.97e-05,0.00499,0,0.000621
"11","Oct",0.00242,0,1.11e-05,0.00211,0,0.000139
"12","Nov",0.00146,0,5.32e-06,0.00421,0,0.000375
"13","Dec",0.000904,0,2.2e-06,0.00383,0,0.000255
