"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00266,7.03e-06,1.72e-05,0.00455,0,0.000291
"2","Jan",0.000715,0,1.37e-06,0.00489,0,0.000287
"3","Feb",0.000852,0,1.72e-06,0.00451,0,0.000238
"4","Mar",0.00145,1.6e-05,4.02e-06,0.00581,0,0.000295
"5","Apr",0.00241,0.000662,9.42e-06,0.0047,0,0.000326
"6","May",0.0037,0.00174,1.89e-05,0.00594,0,0.000445
"7","Jun",0.00544,0.00287,3.67e-05,0.00469,0,0.000313
"8","Jul",0.00545,0.00275,3.59e-05,0.00566,0,0.000425
"9","Aug",0.00487,0.00179,3.15e-05,0.00436,0,0.000311
"10","Sep",0.00331,0.000181,1.76e-05,0.00433,0,0.000364
"11","Oct",0.00188,0,6.77e-06,0.00197,0,7.57e-05
"12","Nov",0.00108,0,3.07e-06,0.0037,0,0.000202
"13","Dec",0.000663,0,1.21e-06,0.00395,0,0.000188
