"","overall.mean","jan.low.flow","feb.low.flow","mar.low.flow","apr.low.flow","may.low.flow","jun.low.flow","jul.low.flow","aug.low.flow","sep.low.flow","oct.low.flow","nov.low.flow","dec.low.flow","jan.mean.flow","feb.mean.flow","mar.mean.flow","apr.mean.flow","may.mean.flow","jun.mean.flow","jul.mean.flow","aug.mean.flow","sep.mean.flow","oct.mean.flow","nov.mean.flow","dec.mean.flow","jan.high.flow","feb.high.flow","mar.high.flow","apr.high.flow","may.high.flow","jun.high.flow","jul.high.flow","aug.high.flow","sep.high.flow","oct.high.flow","nov.high.flow","dec.high.flow","one.day.min","three.day.min","seven.day.min","thirty.day.min","ninety.day.min","one.day.med.min","three.day.med.min","seven.day.med.min","thirty.day.med.min","ninety.day.med.min","one.day.max","three.day.max","seven.day.max","thirty.day.max","ninety.day.max","one.day.med.max","three.day.med.max","seven.day.med.max","thirty.day.med.max","ninety.day.med.max","lowest.yearly.mean","sevenQ.ten","drought.record","sept.10.percent","flow.exceedance.1","flow.exceedance.5","flow.exceedance.50","flow.exceedance.95","flow.exceedance.99"
"Scenario1",1170,186,244,369,697,914,824,525,377,242,197,192,176,1890,2210,2520,1730,1080,546,373,357,615,624,930,1220,854,1940,2270,4950,4950,5680,4790,2660,730,584,558,570,60.6,60.8,61.1,63.5,83.6,157,158,160,173,262,15000,15000,14400,8390,6120,13200,10700,6910,3150,2050,NA,79.4,1999,141,74.8,144,612,3860,11100
"Scenario2",1110,167,235,393,614,806,779,463,360,245,187,190,171,1550,1930,2370,1640,1070,612,364,412,797,529,905,1210,657,1650,1810,4330,3940,5630,5080,1930,782,419,384,335,55.7,55.9,56.1,59.3,66.7,119,120,124,156,225,15000,15000,15000,7610,5640,12700,10400,6470,3210,2010,NA,71.3,1999,105,65.8,97.7,567,3860,10900
"Percent Difference",5.12820512820513,10.2150537634409,3.68852459016393,6.50406504065041,11.9081779053085,11.8161925601751,5.46116504854369,11.8095238095238,4.50928381962865,1.2396694214876,5.0761421319797,1.04166666666667,2.84090909090909,17.989417989418,12.6696832579186,5.95238095238095,5.20231213872832,0.925925925925926,12.0879120879121,2.41286863270777,15.406162464986,29.5934959349594,15.224358974359,2.68817204301075,0.819672131147541,23.0679156908665,14.9484536082474,20.2643171806167,12.5252525252525,20.4040404040404,0.880281690140845,6.05427974947808,27.4436090225564,7.12328767123288,28.2534246575343,31.1827956989247,41.2280701754386,8.08580858085808,8.05921052631579,8.18330605564648,6.61417322834646,20.2153110047847,24.203821656051,24.0506329113924,22.5,9.82658959537572,14.1221374045802,0,0,4.16666666666667,9.29678188319428,7.84313725490196,3.78787878787879,2.80373831775701,6.36758321273517,1.9047619047619,1.95121951219512,NA,10.2015113350126,0,25.531914893617,12.0320855614973,32.1527777777778,7.35294117647059,0,1.8018018018018
