"","Date","Model1.Flow","Model2.Flow"
"328","1984-11-23",3062.36872642192,4672.59895406958
"329","1984-11-24",3029.33259235903,4660.47037341319
"330","1984-11-25",2992.73378134899,4551.11412506159
"331","1984-11-26",2924.98077119114,4379.05096465089
"332","1984-11-27",2835.90868181721,4826.57202877823
"333","1984-11-28",3321.07702567279,5734.98807958765
"334","1984-11-29",13429.3438825992,9759.05651708534
"335","1984-11-30",31718.5219577014,18220.6736670518
"336","1984-12-01",33650.5947835624,26353.3542407354
"337","1984-12-02",27703.2666820306,24582.8503311134
"338","1984-12-03",20687.8793745944,19663.0106481207
"339","1984-12-04",16213.6863843272,16110.9717759168
"340","1984-12-05",13419.6699221698,13750.5071258634
"341","1984-12-06",11770.558528074,12382.4149373027
"342","1984-12-07",11200.0248838952,10995.168607999
"343","1984-12-08",10305.2856450575,10089.1310900455
"344","1984-12-09",9315.26760917138,9392.56434182662
"345","1984-12-10",8618.93897448912,9054.4394696898
"346","1984-12-11",8221.2489437579,9076.81351179922
"347","1984-12-12",7856.00878556863,9174.71130264165
"348","1984-12-13",7643.6559174493,9267.92785398489
"349","1984-12-14",7487.40738027371,9439.10525851829
"350","1984-12-15",7390.55482089317,9644.0282805795
"351","1984-12-16",7439.41901474589,9640.21881035667
"352","1984-12-17",7637.07786557101,9363.28357683412
"353","1984-12-18",7852.04040846158,8946.51582144787
"354","1984-12-19",7883.30624077069,8527.37755248601
"355","1984-12-20",7764.54232442831,8221.40554206143
"356","1984-12-21",7671.32968138766,8263.2392470909
"357","1984-12-22",8085.12853192349,9040.5985105221
"358","1984-12-23",9126.42081806408,10668.9333852231
"359","1984-12-24",11093.3460214555,12158.5920803666
"360","1984-12-25",11989.3407283858,12708.1396148619
"361","1984-12-26",11134.7318739305,12060.857382507
"362","1984-12-27",9864.75280190463,11121.0538529663
"363","1984-12-28",8904.44886406003,10764.2381201511
"364","1984-12-29",8291.12407802297,10624.5433649452
"365","1984-12-30",7855.50557194843,10080.512060747
"366","1984-12-31",7615.32735603218,9364.47789551958
"367","1985-01-01",7461.29852146167,8570.01840569079
"368","1985-01-02",7582.18492995318,8529.4453324323
"369","1985-01-03",8229.24893210964,8793.45325570371
"370","1985-01-04",8519.283893939,9098.48533801102
"371","1985-01-05",8607.92466239443,9496.456593599
"372","1985-01-06",8848.35893162163,9782.63789547216
"373","1985-01-07",8827.75058267545,9855.95295916156
"374","1985-01-08",8615.8395362649,9607.29809675759
"375","1985-01-09",8426.75410879983,9166.79319554821
"376","1985-01-10",8215.36824609484,8708.30676083355
"377","1985-01-11",7980.19215735245,8307.73777166972
"378","1985-01-12",7701.67407792089,7915.62013342273
"379","1985-01-13",7382.57766273569,7547.95705551486
"380","1985-01-14",7037.31909324488,7171.97543839464
"381","1985-01-15",6776.76703914167,6834.31343593052
"382","1985-01-16",6560.58592914961,6539.01263330295
"383","1985-01-17",6375.57525601191,6311.18746024983
"384","1985-01-18",6171.52006417031,6078.43006025658
"385","1985-01-19",6004.0915234405,5937.30465808392
"386","1985-01-20",5843.31123933955,5745.69373459493
"387","1985-01-21",5630.92930599267,5547.28195573034
"388","1985-01-22",5412.31853708172,5357.92718309552
"389","1985-01-23",5202.10328309652,5158.14441030366
"390","1985-01-24",4991.55177190567,4956.05888045181
"391","1985-01-25",4789.8479534437,4804.46456497006
"392","1985-01-26",4647.70647830759,4626.34915600789
"393","1985-01-27",4556.17464284071,4445.63781132939
"394","1985-01-28",4446.77172677492,4286.71085772462
"395","1985-01-29",4324.51130489997,4174.9329672136
"396","1985-01-30",4209.39841623399,4117.81026682572
"397","1985-01-31",4149.0472643116,4545.90186965297
"398","1985-02-01",4892.542699691,5633.0820925285
"399","1985-02-02",5956.59718510597,6483.33889072305
"400","1985-02-03",6554.95919149612,6743.80465916504
"401","1985-02-04",6284.20657352374,6772.46017086499
"402","1985-02-05",5924.87548398712,6746.89185066866
"403","1985-02-06",5701.51511658178,6664.37656959231
"404","1985-02-07",5789.07026778194,6384.44122832371
"405","1985-02-08",5922.48253598834,5942.05239519375
"406","1985-02-09",5721.63723931065,5511.87924160277
"407","1985-02-10",5429.57303958965,5142.6523813485
"408","1985-02-11",5124.65010742118,4903.33022284825
"409","1985-02-12",14871.1126543508,21136.6793858715
"410","1985-02-13",36757.4041410666,47859.588122307
"411","1985-02-14",44297.8152978341,52022.549566968
"412","1985-02-15",32571.2251758468,41998.6392402603
"413","1985-02-16",23945.1353915673,27975.7436464305
"414","1985-02-17",18179.4426931666,19017.5350810686
"415","1985-02-18",14403.8317361882,14138.0264842827
"416","1985-02-19",13610.2420887096,11579.6352535855
"417","1985-02-20",16388.8564254754,10514.6283130158
"418","1985-02-21",22215.5918542766,9691.40099114611
"419","1985-02-22",26647.0401445328,9034.18401243527
"420","1985-02-23",27294.7464136014,9108.83353155696
"421","1985-02-24",28309.4966142602,10807.3472597988
"422","1985-02-25",31952.7547998993,20247.9490432732
"423","1985-02-26",39176.1370854778,34153.6016902538
"424","1985-02-27",40351.1232453276,35726.777993828
"425","1985-02-28",34580.4829191974,29795.486239607
"426","1985-03-01",28166.7610932647,24214.8183985784
"427","1985-03-02",22907.9476217405,19649.0767729915
"428","1985-03-03",18746.692651291,16481.5252795357
"429","1985-03-04",16031.2505656669,14288.2613532781
"430","1985-03-05",14098.1466325825,12596.3860120919
"431","1985-03-06",12677.2649621989,11425.3527922598
"432","1985-03-07",11756.5030292103,10636.6579579923
"433","1985-03-08",11241.4775127852,10111.6830542017
"434","1985-03-09",10851.4550428527,9707.51172023116
"435","1985-03-10",10402.3742866858,9333.14011958791
"436","1985-03-11",9975.85380536396,9026.03207117473
"437","1985-03-12",9830.40011790046,8849.37252811678
"438","1985-03-13",9804.77133093916,8829.71570665804
"439","1985-03-14",10171.2600899623,9169.07813383391
"440","1985-03-15",11156.0061896712,10304.0324890748
"441","1985-03-16",11763.0233801837,10932.9930677912
"442","1985-03-17",11322.3081536103,10423.6315852777
"443","1985-03-18",10430.9347750062,9502.77314413773
"444","1985-03-19",9476.94424875662,8740.44500724863
"445","1985-03-20",8695.37138693541,8167.50687872181
"446","1985-03-21",8108.87896859708,7742.52166809421
"447","1985-03-22",7705.8523800834,7687.40501895764
"448","1985-03-23",8070.9904394135,8600.48336619957
"449","1985-03-24",8921.15739706532,10133.3672193967
"450","1985-03-25",10669.5609178547,11453.0439741596
"451","1985-03-26",13059.155002638,11891.9063935623
"452","1985-03-27",15567.9172609977,12700.8030875946
"453","1985-03-28",15546.6956014669,13947.3065463953
"454","1985-03-29",14355.6767041419,14279.5045270718
"455","1985-03-30",14276.009454886,15355.3096438475
"456","1985-03-31",15431.6487052362,17517.2346552601
"457","1985-04-01",16442.4884101845,19645.1525236053
"458","1985-04-02",18054.4026877039,21353.3166021359
"459","1985-04-03",20312.6822004886,20800.8625690857
"460","1985-04-04",21122.1633733075,18247.6123181958
"461","1985-04-05",18712.1534103718,15826.5556882482
"462","1985-04-06",15676.4302184501,14127.1759281504
"463","1985-04-07",13476.7387124846,12837.7565996007
"464","1985-04-08",11894.5140067946,11807.9930584032
"465","1985-04-09",10774.8489519332,11043.1909448034
"466","1985-04-10",9979.20237367789,10461.0020702646
"467","1985-04-11",9469.16864698656,10020.8564631636
"468","1985-04-12",9105.18050536257,9644.76933044445
"469","1985-04-13",8739.49680070922,9287.19482326921
"470","1985-04-14",8393.69113641502,8951.31100873908
"471","1985-04-15",8095.32148135846,8640.30249804292
"472","1985-04-16",7806.92832575209,8338.18005424267
"473","1985-04-17",7521.66741098746,8029.84365385486
"474","1985-04-18",7210.21461673506,7717.17878264276
"475","1985-04-19",6889.88658559807,7412.68465660779
"476","1985-04-20",6590.69079694947,7119.760922231
"477","1985-04-21",6314.38501743892,6852.37953387087
"478","1985-04-22",6026.99881138997,6580.79544216959
"479","1985-04-23",5725.09893917021,6284.11650408919
"480","1985-04-24",5428.09249521495,5975.76884010644
"481","1985-04-25",5328.31991047881,5825.83087051979
"482","1985-04-26",4983.60575614378,5474.92276091042
"483","1985-04-27",4715.77259230578,5199.41906521767
"484","1985-04-28",4473.07210955526,4946.70363473736
"485","1985-04-29",4274.40341676664,4717.22681059225
"486","1985-04-30",4100.78038231213,4508.56137050255
"487","1985-05-01",3929.03892935164,4299.60481228705
"488","1985-05-02",3810.85763293196,4499.71583107093
"489","1985-05-03",5171.44619815656,6007.12012620121
"490","1985-05-04",7473.4178844328,8770.00152033178
"491","1985-05-05",11884.9616942999,10643.5282805222
"492","1985-05-06",15682.8004390785,13049.3227887249
"493","1985-05-07",14172.4135827263,13574.3478939362
"494","1985-05-08",11385.6965421533,12098.9340385816
"495","1985-05-09",9128.3209529037,10285.2738396141
"496","1985-05-10",7720.32493446036,8928.66863533975
"497","1985-05-11",6820.70108170979,8115.50548554491
"498","1985-05-12",6107.78135720405,7670.15345574332
"499","1985-05-13",5939.56157829693,7254.8026536439
"500","1985-05-14",5404.11037565484,6797.06803780131
"501","1985-05-15",5126.27884866053,6418.94786677967
"502","1985-05-16",4945.83574300938,6295.51388176631
"503","1985-05-17",5388.12473695666,6807.96452505976
"504","1985-05-18",5628.89397473867,7244.09707527
"505","1985-05-19",6431.55237906739,7811.19285105911
"506","1985-05-20",6720.96731581598,7859.04077128991
"507","1985-05-21",6514.74279521512,7747.28485288092
"508","1985-05-22",6538.72122427278,7625.52301233978
"509","1985-05-23",6513.44297555156,8175.26062787742
"510","1985-05-24",6481.34920977423,8211.23653249229
"511","1985-05-25",6386.1039574772,8257.54272012043
"512","1985-05-26",6329.78726836805,9149.26914721207
"513","1985-05-27",6605.4136798211,11186.8213052531
"514","1985-05-28",7508.6896033696,11903.4523820251
"515","1985-05-29",8148.05401146875,10785.9481949924
"516","1985-05-30",7924.20586501174,9636.96569547669
"517","1985-05-31",7936.18038483711,9448.57405272448
"518","1985-06-01",7857.49251426211,9365.54642000105
"519","1985-06-02",8242.05937191268,13779.7743383427
"520","1985-06-03",11722.5714612803,22714.0375570772
"521","1985-06-04",16377.4288350866,20792.5985963719
"522","1985-06-05",16035.5573920977,17290.8178888548
"523","1985-06-06",13886.4208488903,14233.6298221998
"524","1985-06-07",11596.0212588608,11913.4471620666
"525","1985-06-08",10184.1411807037,10717.4683842415
"526","1985-06-09",9308.2003776655,9972.70362323536
"527","1985-06-10",9014.96252355186,9190.06119381117
"528","1985-06-11",8773.81933098928,8558.12287673432
"529","1985-06-12",8385.05155374041,8036.98855228709
"530","1985-06-13",7779.87319892275,7514.28442876449
"531","1985-06-14",7205.50654445979,6975.63427087822
"532","1985-06-15",6655.62036099058,6447.71086436318
"533","1985-06-16",6259.17623884144,6053.65999422552
"534","1985-06-17",5893.88713813648,5833.25845589309
"535","1985-06-18",5690.4340144596,5656.20247573553
"536","1985-06-19",5510.51424524613,5452.38504350529
"537","1985-06-20",5302.95720874343,5264.81790437321
"538","1985-06-21",5091.7574255073,5059.85172158346
"539","1985-06-22",4871.5620879487,4814.92780135874
"540","1985-06-23",4652.35011400693,4589.00773171103
"541","1985-06-24",4481.80347129472,4343.48086607099
"542","1985-06-25",4208.49872165165,4060.21552596741
"543","1985-06-26",3898.16665434023,3787.3779717499
"544","1985-06-27",3639.00167658743,3537.79022847498
"545","1985-06-28",3407.75840807025,3313.11313164491
"546","1985-06-29",3193.72735354138,3100.68561706372
"547","1985-06-30",2981.30455544248,2899.43163051582
"548","1985-07-01",2785.82786341844,2697.20726517219
"549","1985-07-02",2681.11031749208,2519.2880659064
"550","1985-07-03",2650.49134959398,2401.21919469439
"551","1985-07-04",2497.78255480872,2319.81795681709
"552","1985-07-05",2476.45957233173,2243.75683009128
"553","1985-07-06",2456.29013907574,2172.3750875301
"554","1985-07-07",2388.26986696619,2109.65002394651
"555","1985-07-08",2351.32314745112,2061.99824837456
"556","1985-07-09",2343.05072691509,2031.89778800261
"557","1985-07-10",2398.773150348,2030.02396412622
"558","1985-07-11",2417.04805913475,2052.77120627821
"559","1985-07-12",2780.08777742751,2585.05542643476
"560","1985-07-13",5540.27614739424,4493.68157371884
"561","1985-07-14",9028.81040694915,7918.83176745862
"562","1985-07-15",9245.43380248363,8582.95580936528
"563","1985-07-16",8367.79300277147,8054.94821049041
"564","1985-07-17",7610.22777287306,7354.27639893662
"565","1985-07-18",7106.18007592694,6751.86373135169
"566","1985-07-19",6598.52818539371,6255.09206617033
"567","1985-07-20",5990.16886501877,5687.77436463866
"568","1985-07-21",5304.98595708891,5064.51434320369
"569","1985-07-22",4665.91661675984,4497.96771064848
"570","1985-07-23",4131.31007282204,4043.28114429613
"571","1985-07-24",3733.67326195934,3753.52936097066
"572","1985-07-25",3721.00571165494,3753.91448657946
"573","1985-07-26",3916.25409266136,4161.56232527351
"574","1985-07-27",5130.31573853371,5321.02344633804
"575","1985-07-28",7607.41106696494,5964.39601939555
"576","1985-07-29",7229.27849242677,5397.87081696285
"577","1985-07-30",5718.018860985,4854.30249234574
"578","1985-07-31",4984.06148933259,4574.53354837049
"579","1985-08-01",4516.12013660008,4431.65299365407
"580","1985-08-02",4252.25698084938,4300.2280368116
"581","1985-08-03",4022.68879609803,4111.78455863345
"582","1985-08-04",3780.75157882715,3914.81302859609
"583","1985-08-05",3600.29982772028,3760.34063142815
"584","1985-08-06",3467.89081503969,3646.18359499414
"585","1985-08-07",3333.9476680573,3546.31580084089
"586","1985-08-08",3653.6906789325,3891.88561581248
"587","1985-08-09",3948.94393911613,3993.85092921085
"588","1985-08-10",4038.06367277573,3900.47424182424
"589","1985-08-11",3776.9923911959,3625.6534050413
"590","1985-08-12",3470.21432563006,3345.76532741229
"591","1985-08-13",3220.64196701115,3091.74450672725
"592","1985-08-14",2993.14500365004,2866.71371859666
"593","1985-08-15",2783.15936193748,2694.39597452182
"594","1985-08-16",2672.40821357196,2588.77918171341
"595","1985-08-17",2641.27540975914,2538.30680705577
"596","1985-08-18",2877.07815186584,2936.28670255363
"597","1985-08-19",2844.38995050799,2671.6093206271
"598","1985-08-20",2524.13724847497,2547.66039204412
"599","1985-08-21",2533.94698057324,2864.68155552808
"600","1985-08-22",2759.44214936502,3225.8659140525
"601","1985-08-23",3178.10313956133,3391.35320865301
"602","1985-08-24",3439.47970938467,3451.32446317841
"603","1985-08-25",3700.06682729439,3779.76409263676
"604","1985-08-26",3817.22534180035,3728.05041849176
"605","1985-08-27",3991.56454497419,3658.77298328019
"606","1985-08-28",3845.63576985492,3527.67360841131
"607","1985-08-29",3609.99025726884,3340.30656106152
"608","1985-08-30",3312.59124014985,3151.95848438812
"609","1985-08-31",3042.48377594986,2983.8329892475
"610","1985-09-01",2815.62017339083,2831.55184554916
"611","1985-09-02",2630.0417613236,2685.56640457992
"612","1985-09-03",2451.67049063393,2527.62372209258
"613","1985-09-04",2283.14049222588,2355.78415924222
"614","1985-09-05",2123.26770973327,2178.33036812997
"615","1985-09-06",1974.46589258113,2020.63142215378
"616","1985-09-07",1818.22735807883,1889.74522623417
"617","1985-09-08",1740.65150748071,1857.63929289046
"618","1985-09-09",1715.84960884944,1803.02070176235
"619","1985-09-10",1777.87193522674,1749.02650583456
"620","1985-09-11",1858.55834042726,1626.3315167098
"621","1985-09-12",1629.70352677256,1475.02666669443
"622","1985-09-13",1449.69652154307,1352.53144416424
"623","1985-09-14",1318.88387804293,1244.43578397317
"624","1985-09-15",1216.89657005668,1143.27414065323
"625","1985-09-16",1130.64896382059,1047.69925267826
"626","1985-09-17",1052.58164326504,958.581007773398
"627","1985-09-18",978.908567211015,876.712910094516
"628","1985-09-19",908.886663125988,801.69862856833
"629","1985-09-20",842.536236436717,732.56669050796
"630","1985-09-21",779.885914854627,668.378102269669
"631","1985-09-22",721.116714247316,613.426249544973
"632","1985-09-23",686.245347317299,567.741784830388
"633","1985-09-24",632.417000048332,516.663155909416
"634","1985-09-25",575.021292019949,472.44847704909
"635","1985-09-26",531.891707644123,628.810720470267
"636","1985-09-27",2748.30435028578,1980.86029608383
"637","1985-09-28",1918.733813846,2086.61907845278
"638","1985-09-29",1890.29458273072,2171.02500846665
"639","1985-09-30",1749.71030299916,1790.4716100321
"640","1985-10-01",1590.83023843789,1595.01814296509
"641","1985-10-02",1451.89964663302,1569.31922687825
"642","1985-10-03",1750.56228977079,1744.26955356031
"643","1985-10-04",1668.59072860392,1706.33834916101
"644","1985-10-05",1619.47986600478,1681.06690114846
"645","1985-10-06",1561.83837424473,1626.50265518961
"646","1985-10-07",1499.74171197245,1553.26215477451
"647","1985-10-08",1436.54023931138,1480.20175944931
"648","1985-10-09",1373.82872219091,1412.92033954076
"649","1985-10-10",1311.36885801183,1349.47258130019
"650","1985-10-11",1249.75661350982,1289.18202218452
"651","1985-10-12",1189.29336176914,1230.44588565574
"652","1985-10-13",1128.79569074904,1180.3565366505
"653","1985-10-14",1074.34507788116,1169.46214904594
"654","1985-10-15",1103.07379210867,1172.92234658867
"655","1985-10-16",1107.95946018428,1135.45804812224
"656","1985-10-17",1058.22228100438,1081.16306031391
"657","1985-10-18",1007.04446080575,1018.74138749091
"658","1985-10-19",947.160189809532,954.430000103099
"659","1985-10-20",885.377541802361,1164.24401726844
"660","1985-10-21",1367.79877783626,2143.15093393753
"661","1985-10-22",2258.069454125,3436.43779661515
"662","1985-10-23",2884.81873419608,4649.51655934184
"663","1985-10-24",3306.52661934019,7048.68712789843
"664","1985-10-25",3955.55068364256,12351.5399206312
"665","1985-10-26",5365.9399278807,13288.4808943084
"666","1985-10-27",6904.18610834813,11366.6736446512
"667","1985-10-28",7171.11868724486,9494.96341732011
"668","1985-10-29",6644.27734159107,8163.31906645718
"669","1985-10-30",5946.13047349417,7271.52595924646
"670","1985-10-31",5282.53373834031,6510.13482529769
"671","1985-11-01",4771.08381209183,6088.41340629463
"672","1985-11-02",4382.27127590502,6180.14898270455
"673","1985-11-03",4219.53242199249,10089.8408719773
"674","1985-11-04",6086.44623589819,32336.6975371206
"675","1985-11-05",19962.69659196,104427.116674176
"676","1985-11-06",95793.7417674968,216117.720621405
"677","1985-11-07",189236.847721439,255781.823935588
"678","1985-11-08",202323.778303532,195534.36424175
"679","1985-11-09",148593.458846044,120045.853661232
"680","1985-11-10",89118.8473592214,62281.2076012974
"681","1985-11-11",48170.4520041283,33672.0786250583
"682","1985-11-12",30479.0805727782,24834.5147170863
"683","1985-11-13",23714.8635878216,20303.6937145875
"684","1985-11-14",19547.4542407198,17949.7141898635
"685","1985-11-15",17172.9108078581,16942.5685316491
"686","1985-11-16",15837.4256094349,16853.5344947837
"687","1985-11-17",15414.9665149567,18023.495874228
"688","1985-11-18",16063.5316375514,23010.8131374174
"689","1985-11-19",18306.1247957567,26009.5346813335
"690","1985-11-20",19028.5234815003,21923.9626241307
"691","1985-11-21",17234.7806443888,18408.6445587466
"692","1985-11-22",16632.5758050287,17651.8547513067
"693","1985-11-23",16252.6516720477,18019.5792932219
"694","1985-11-24",18026.4475703462,18790.5573482091
"695","1985-11-25",20911.2183980898,18537.3782479431
"696","1985-11-26",21709.7486502517,17647.4050842815
"697","1985-11-27",19495.2790465572,17354.9357959551
"698","1985-11-28",18048.1545813646,20519.913486626
"699","1985-11-29",20123.3947472567,29682.1575999707
"700","1985-11-30",26328.9126077424,37901.9539660016
"701","1985-12-01",32343.434256908,37214.03336572
"702","1985-12-02",34330.3599734103,33730.5668017698
"703","1985-12-03",32542.3727017291,29960.7376974891
"704","1985-12-04",28701.8633367177,26329.3263624742
"705","1985-12-05",24723.5005014386,23299.7997812745
"706","1985-12-06",21476.4299132414,21435.1188020117
"707","1985-12-07",19876.4788380066,19963.5594848722
"708","1985-12-08",18956.1459778558,18703.5138836598
"709","1985-12-09",18161.7819399484,17705.5382719666
"710","1985-12-10",17061.6536694247,16833.1623163145
"711","1985-12-11",15920.7667135365,16142.8535626623
"712","1985-12-12",14962.9110177022,15646.5521779044
"713","1985-12-13",14811.7181557817,16213.796968317
"714","1985-12-14",15237.1966358396,18114.4120975879
"715","1985-12-15",16033.4767856388,20877.3550182425
"716","1985-12-16",16856.0252259721,22352.7132034769
"717","1985-12-17",16944.1991388105,21029.4032851869
"718","1985-12-18",16267.7142308814,18709.5573637388
"719","1985-12-19",15279.5139887763,16811.458209298
"720","1985-12-20",14262.4089501023,15362.8021654262
"721","1985-12-21",13356.0400184755,14254.6070867774
"722","1985-12-22",12585.4633409203,13421.8119664194
"723","1985-12-23",11936.2108995545,12776.0785885302
"724","1985-12-24",11423.7058203417,12274.2858924333
"725","1985-12-25",11030.4592826067,12042.1658225489
"726","1985-12-26",10618.4290483943,11695.8922716162
"727","1985-12-27",10213.1682024784,11249.6493318381
"728","1985-12-28",9814.73635353176,10784.2870973233
"729","1985-12-29",9457.86683164346,10357.6675300443
"730","1985-12-30",9146.82641070537,9962.27683761663
"731","1985-12-31",8829.16301308012,9591.54235518642
"732","1986-01-01",8795.2365190869,9124.88065291662
"733","1986-01-02",8549.79119741744,8779.05292375368
"734","1986-01-03",8268.15299832716,8489.32832864202
"735","1986-01-04",8009.9093928252,8215.89567687272
"736","1986-01-05",7821.38970778833,7980.69290912519
"737","1986-01-06",7684.28207092205,7768.03093621816
"738","1986-01-07",7534.12255775143,7577.72638757205
"739","1986-01-08",7373.6252837626,7372.86290965022
"740","1986-01-09",7203.32097043145,7158.33511198042
"741","1986-01-10",7012.55622772691,6933.67335342298
"742","1986-01-11",6797.79219353426,6702.09330336647
"743","1986-01-12",6573.10474161817,6477.21318806467
"744","1986-01-13",6341.0263386155,6256.19728795938
"745","1986-01-14",6118.17053801459,6043.99324590512
"746","1986-01-15",5919.00006394422,5845.6563363442
"747","1986-01-16",5757.4756227971,5665.97872812
"748","1986-01-17",5660.42641307821,5500.22631831086
"749","1986-01-18",5616.7478394915,5351.78889491632
"750","1986-01-19",5707.55008985101,5598.71439191024
"751","1986-01-20",5994.6453466701,6123.83307807925
"752","1986-01-21",6549.47646712951,7287.61858873621
"753","1986-01-22",7531.48041966706,10037.4177531882
"754","1986-01-23",9383.76551346755,12523.6890657154
"755","1986-01-24",11367.3729409177,12222.4775649674
"756","1986-01-25",11680.4126144151,11120.0376700945
"757","1986-01-26",10928.5732056065,11202.7247828803
"758","1986-01-27",9895.25502892555,11080.5339526889
"759","1986-01-28",9076.87004001159,10677.1773051986
"760","1986-01-29",8365.30312362527,9814.2674807426
"761","1986-01-30",7807.98838577379,9094.10375621827
"762","1986-01-31",7391.87650375868,8541.37723401283
"763","1986-02-01",7053.3557208726,8121.57721359678
"764","1986-02-02",7335.71591937357,7937.33408530822
"765","1986-02-03",7615.6139028758,8068.07402893529
"766","1986-02-04",9308.84689520962,9540.42965617208
"767","1986-02-05",10662.4381120204,11384.105939635
"768","1986-02-06",13143.7404524039,12898.5631933034
"769","1986-02-07",16891.0864360281,15750.3145713826
"770","1986-02-08",19503.9239930645,19409.6979183913
"771","1986-02-09",18663.5971017268,18905.8051146559
"772","1986-02-10",16668.0186543787,17052.059351248
"773","1986-02-11",15033.7325107346,15749.2480665941
"774","1986-02-12",13691.0003200617,14618.0894163045
"775","1986-02-13",12718.9944160803,13691.6297372695
"776","1986-02-14",11909.938764747,12757.8094317848
"777","1986-02-15",11164.8209265157,11987.7439170509
"778","1986-02-16",10793.9438147371,11391.8345500156
"779","1986-02-17",10799.3644736251,11775.5918021809
"780","1986-02-18",13203.7040012409,15124.6149448221
"781","1986-02-19",17878.7434281073,20647.7848637107
"782","1986-02-20",22727.6469805752,27984.0023909325
"783","1986-02-21",30361.6256640388,39474.3337815075
"784","1986-02-22",41663.4346495959,42125.7082758979
"785","1986-02-23",40875.5064244437,38061.3443514252
"786","1986-02-24",34627.7943638944,32657.3365616549
"787","1986-02-25",30763.0083041239,27798.8369768425
"788","1986-02-26",27051.3686576073,23520.2403436452
"789","1986-02-27",23381.4510285087,20365.9208038544
"790","1986-02-28",20562.9821542678,18211.7237700928
"791","1986-03-01",18897.0304409378,16592.3907054184
"792","1986-03-02",17749.0231546753,15410.6512588536
"793","1986-03-03",16906.9134784089,14526.680767994
"794","1986-03-04",16085.4048018464,14001.5983344573
"795","1986-03-05",15294.8982868228,13606.8304158289
"796","1986-03-06",15082.7331518401,13229.9190537565
"797","1986-03-07",15230.5237486361,13080.9703853614
"798","1986-03-08",15003.2827145609,13293.434814042
"799","1986-03-09",14660.9375058421,13412.233151378
"800","1986-03-10",13987.7090629827,13127.8007286986
"801","1986-03-11",14009.7476696786,13018.4616230333
"802","1986-03-12",17205.0119526237,14934.5589545404
"803","1986-03-13",22065.4990797084,20059.1555022845
"804","1986-03-14",24314.1421309969,27014.7024066985
"805","1986-03-15",27510.0183970549,39576.4641460733
"806","1986-03-16",57410.0877283077,59787.1743156425
"807","1986-03-17",88794.0092184941,67060.7582739954
"808","1986-03-18",70089.1941806408,53537.2666380582
"809","1986-03-19",43924.3452082869,37469.0382160264
"810","1986-03-20",29562.9414241501,28125.9700907954
"811","1986-03-21",23232.0407851418,22698.9839925828
"812","1986-03-22",19559.6800383863,19300.5103249929
"813","1986-03-23",17431.4434356637,17255.069650428
