"","USGS Gage","Model","Pct. Error"
"1% Non-Exceedance",0,5.63,Inf
"5% Non-Exceedance",0.82,9.37,1040
"50% Non-Exceedance",99,50.6,-48.9
"95% Non-Exceedance",452,230,-49.1
"99% Non-Exceedance",808,476,-41.1
"Sept. 10% Non-Exceedance",5.43,8.47,56
