"","USGS Gage","Model","Pct. Error"
"1% Non-Exceedance",659,604,-8.35
"5% Non-Exceedance",1070,918,-14.2
"50% Non-Exceedance",4520,5070,12.2
"95% Non-Exceedance",22500,23500,4.44
"99% Non-Exceedance",48800,46500,-4.71
"Sept. 10% Non-Exceedance",983,938,-4.58
