Qbaseline_unit,Qsynth_unit,Qvahydro_unit,Qcbp6_unit,Qcbp6cc1_unit,Qcbp6cc2_unit,Qcbp6cc3_unit,run_mode,flow_mode,withdrawal_mgd,discharge_mgd,name,description,componentid,subshedid,dt,month,day,year,thisdate,time,timestamp,season,best_available,week,Runit,Broadcast to Parent,Listen on Child,Listen on Parent,Broadcast on Child
"0","0","1.6914320982287","1.7752541522244","0","0","0","2","4","0","0",,"",0,"","","1","1","1984","1984-01-01","","441781200","","1.6914320982287","52","Qmdc_unit","0","0","0","0"
"0","0","1.5698119268461","1.6700085085852","0","0","0","2","4","0","4.5883333333333",,"",0,"","","1","2","1984","1984-01-02","","441867600","","1.5698119268461","1","Qmdc_unit","0","0","0","0"
"0","0","1.4570102704759","1.5494567153715","0","0","0","2","4","29.783666633333","4.5883333333333",,"",0,"","","1","3","1984","1984-01-03","","441954000","","1.4570102704759","1","Qmdc_unit","0","0","0","0"
"0","0","1.3522565165386","1.435247872047","0","0","0","2","4","28.822903193548","4.5883333333333",,"",0,"","","1","4","1984","1984-01-04","","442040400","","1.3522565165386","1","Qmdc_unit","0","0","0","0"
"0","0","1.2551309036907","1.3285142394633","0","0","0","2","4","28.822903193548","4.5883333333333",,"",0,"","","1","5","1984","1984-01-05","","442126800","","1.2551309036907","1","Qmdc_unit","0","0","0","0"
"0","0","1.165207611469","1.2302064988467","0","0","0","2","4","28.822903193548","4.5883333333333",,"",0,"","","1","6","1984","1984-01-06","","442213200","","1.165207611469","1","Qmdc_unit","0","0","0","0"
"0","0","1.0820491275255","1.1343989872291","0","0","0","2","4","28.822903193548","4.5883333333333",,"",0,"","","1","7","1984","1984-01-07","","442299600","","1.0820491275255","1","Qmdc_unit","0","0","0","0"
"0","0","1.0051018485689","1.0468207068583","0","0","0","2","4","28.822903193548","4.5883333333333",,"",0,"","","1","8","1984","1984-01-08","","442386000","","1.0051018485689","1","Qmdc_unit","0","0","0","0"
"0","0","0.93381377242106","0.96596277174382","0","0","0","2","4","28.822903193548","4.5883333333333",,"",0,"","","1","9","1984","1984-01-09","","442472400","","0.93381377242106","2","Qmdc_unit","0","0","0","0"
"0","0","0.88399278069628","1.235624687086","0","0","0","2","4","28.822903193548","4.5883333333333",,"",0,"","","1","10","1984","1984-01-10","","442558800","","0.88399278069628","2","Qmdc_unit","0","0","0","0"
"0","0","0.84613025546371","1.6093201853447","0","0","0","2","4","28.822903193548","4.5883333333333",,"",0,"","","1","11","1984","1984-01-11","","442645200","","0.84613025546371","2","Qmdc_unit","0","0","0","0"
"0","0","0.78893737220963","0.96597494478308","0","0","0","2","4","28.822903193548","4.5883333333333",,"",0,"","","1","12","1984","1984-01-12","","442731600","","0.78893737220963","2","Qmdc_unit","0","0","0","0"
"0","0","0.73651369453533","0.89491430558931","0","0","0","2","4","28.822903193548","4.5883333333333",,"",0,"","","1","13","1984","1984-01-13","","442818000","","0.73651369453533","2","Qmdc_unit","0","0","0","0"
"0","0","0.6902331288888","0.86390523536123","0","0","0","2","4","28.822903193548","4.5883333333333",,"",0,"","","1","14","1984","1984-01-14","","442904400","","0.6902331288888","2","Qmdc_unit","0","0","0","0"
"0","0","0.64820345074599","0.77548347139357","0","0","0","2","4","28.822903193548","4.5883333333333",,"",0,"","","1","15","1984","1984-01-15","","442990800","","0.64820345074599","2","Qmdc_unit","0","0","0","0"
"0","0","0.61009975617732","0.715739607753","0","0","0","2","4","28.822903193548","4.5883333333333",,"",0,"","","1","16","1984","1984-01-16","","443077200","","0.61009975617732","3","Qmdc_unit","0","0","0","0"
"0","0","0.5837013371546","0.7018734430125","0","0","0","2","4","28.822903193548","4.5883333333333",,"",0,"","","1","17","1984","1984-01-17","","443163600","","0.5837013371546","3","Qmdc_unit","0","0","0","0"
"0","0","0.65401700822983","0.93718698953464","0","0","0","2","4","28.822903193548","4.5883333333333",,"",0,"","","1","18","1984","1984-01-18","","443250000","","0.65401700822983","3","Qmdc_unit","0","0","0","0"
"0","0","0.60270550967708","0.67015555953276","0","0","0","2","4","28.822903193548","4.5883333333333",,"",0,"","","1","19","1984","1984-01-19","","443336400","","0.60270550967708","3","Qmdc_unit","0","0","0","0"
