Qbaseline_unit,Qsynth_unit,Qvahydro_unit,Qcbp6_unit,Qcbp6cc1_unit,Qcbp6cc2_unit,Qcbp6cc3_unit,run_mode,flow_mode,withdrawal_mgd,discharge_mgd,name,description,componentid,subshedid,dt,month,day,year,thisdate,time,timestamp,season,best_available,week,Runit,Broadcast to Parent,Listen on Child,Listen on Parent,Broadcast on Child
0,0,0.660930598,0.663869245,0,0,0,2,4,27.80127131,3.055,,,0,,,2,3,1984,2/3/1984,,444632400,,0.660930598,5,Qmdc_unit,0,0,0,0
0,0,0.903036988,0.91167883,0,0,0,2,4,27.80127131,3.055,,,0,,,2,4,1984,2/4/1984,,444718800,,0.903036988,5,Qmdc_unit,0,0,0,0
0,0,0.932389933,1.004421428,0,0,0,2,4,27.80127131,3.055,,,0,,,2,5,1984,2/5/1984,,444805200,,0.932389933,5,Qmdc_unit,0,0,0,0
0,0,0.952007235,0.882602835,0,0,0,2,4,27.80127131,3.055,,,0,,,2,6,1984,2/6/1984,,444891600,,0.952007235,6,Qmdc_unit,0,0,0,0
0,0,0.845244051,0.814103515,0,0,0,2,4,27.80127131,3.055,,,0,,,2,7,1984,2/7/1984,,444978000,,0.845244051,6,Qmdc_unit,0,0,0,0
0,0,0.735965867,0.753973521,0,0,0,2,4,27.80127131,3.055,,,0,,,2,8,1984,2/8/1984,,445064400,,0.735965867,6,Qmdc_unit,0,0,0,0
0,0,0.67165543,0.701837997,0,0,0,2,4,27.80127131,3.055,,,0,,,2,9,1984,2/9/1984,,445150800,,0.67165543,6,Qmdc_unit,0,0,0,0
0,0,0.62732753,0.654353795,0,0,0,2,4,27.80127131,3.055,,,0,,,2,10,1984,2/10/1984,,445237200,,0.62732753,6,Qmdc_unit,0,0,0,0
0,0,0.622561715,0.639890161,0,0,0,2,4,27.80127131,3.055,,,0,,,2,11,1984,2/11/1984,,445323600,,0.622561715,6,Qmdc_unit,0,0,0,0
0,0,0.662057043,0.657683588,0,0,0,2,4,27.80127131,3.055,,,0,,,2,12,1984,2/12/1984,,445410000,,0.662057043,6,Qmdc_unit,0,0,0,0
0,0,0.604935601,0.722352933,0,0,0,2,4,27.80127131,3.055,,,0,,,2,13,1984,2/13/1984,,445496400,,0.604935601,7,Qmdc_unit,0,0,0,0
0,0,10.17867098,6.229057675,0,0,0,2,4,27.80127131,3.055,,,0,,,2,14,1984,2/14/1984,,445582800,,10.17867098,7,Qmdc_unit,0,0,0,0
0,0,5.348266643,3.913102722,0,0,0,2,4,27.80127131,3.055,,,0,,,2,15,1984,2/15/1984,,445669200,,5.348266643,7,Qmdc_unit,0,0,0,0
0,0,3.729555197,2.613442186,0,0,0,2,4,27.80127131,3.055,,,0,,,2,16,1984,2/16/1984,,445755600,,3.729555197,7,Qmdc_unit,0,0,0,0
0,0,1.938493511,1.996333729,0,0,0,2,4,27.80127131,3.055,,,0,,,2,17,1984,2/17/1984,,445842000,,1.938493511,7,Qmdc_unit,0,0,0,0
0,0,1.274901747,1.663025222,0,0,0,2,4,27.80127131,3.055,,,0,,,2,18,1984,2/18/1984,,445928400,,1.274901747,7,Qmdc_unit,0,0,0,0
0,0,1.015084984,1.46035518,0,0,0,2,4,27.80127131,3.055,,,0,,,2,19,1984,2/19/1984,,446014800,,1.015084984,7,Qmdc_unit,0,0,0,0
0,0,0.898869567,1.313982994,0,0,0,2,4,27.80127131,3.055,,,0,,,2,20,1984,2/20/1984,,446101200,,0.898869567,8,Qmdc_unit,0,0,0,0
0,0,0.8331811,1.196772251,0,0,0,2,4,27.80127131,3.055,,,0,,,2,21,1984,2/21/1984,,446187600,,0.8331811,8,Qmdc_unit,0,0,0,0
0,0,0.786369209,1.097169942,0,0,0,2,4,27.80127131,3.055,,,0,,,2,22,1984,2/22/1984,,446274000,,0.786369209,8,Qmdc_unit,0,0,0,0
0,0,1.204872326,2.048462467,0,0,0,2,4,27.80127131,3.055,,,0,,,2,23,1984,2/23/1984,,446360400,,1.204872326,8,Qmdc_unit,0,0,0,0
0,0,5.163875898,2.430963918,0,0,0,2,4,27.80127131,3.055,,,0,,,2,24,1984,2/24/1984,,446446800,,5.163875898,8,Qmdc_unit,0,0,0,0
0,0,2.002475411,1.848174796,0,0,0,2,4,27.80127131,3.055,,,0,,,2,25,1984,2/25/1984,,446533200,,2.002475411,8,Qmdc_unit,0,0,0,0
0,0,1.301545572,1.590324447,0,0,0,2,4,27.80127131,3.055,,,0,,,2,26,1984,2/26/1984,,446619600,,1.301545572,8,Qmdc_unit,0,0,0,0
0,0,1.028051169,1.635437,0,0,0,2,4,27.80127131,3.055,,,0,,,2,27,1984,2/27/1984,,446706000,,1.028051169,9,Qmdc_unit,0,0,0,0
0,0,1.630240364,1.814635716,0,0,0,2,4,27.80127131,3.055,,,0,,,2,28,1984,2/28/1984,,446792400,,1.630240364,9,Qmdc_unit,0,0,0,0
0,0,1.365734678,1.610303332,0,0,0,2,4,27.80127131,3.055,,,0,,,2,29,1984,2/29/1984,,446878800,,1.365734678,9,Qmdc_unit,0,0,0,0
0,0,1.106314359,1.46616953,0,0,0,2,4,27.80127131,3.055,,,0,,,3,1,1984,3/1/1984,,446965200,,1.106314359,9,Qmdc_unit,0,0,0,0
0,0,0.975682329,1.350579392,0,0,0,2,4,27.80127131,5.293,,,0,,,3,2,1984,3/2/1984,,447051600,,0.975682329,9,Qmdc_unit,0,0,0,0
0,0,0.904949233,1.260099821,0,0,0,2,4,27.12883832,5.293,,,0,,,3,3,1984,3/3/1984,,447138000,,0.904949233,9,Qmdc_unit,0,0,0,0
0,0,0.855737187,1.172056217,0,0,0,2,4,27.12883832,5.293,,,0,,,3,4,1984,3/4/1984,,447224400,,0.855737187,9,Qmdc_unit,0,0,0,0
0,0,0.837023115,2.25649373,0,0,0,2,4,27.12883832,5.293,,,0,,,3,5,1984,3/5/1984,,447310800,,0.837023115,10,Qmdc_unit,0,0,0,0
0,0,8.017040565,3.339895438,0,0,0,2,4,27.12883832,5.293,,,0,,,3,6,1984,3/6/1984,,447397200,,8.017040565,10,Qmdc_unit,0,0,0,0
0,0,4.418404874,2.619862148,0,0,0,2,4,27.12883832,5.293,,,0,,,3,7,1984,3/7/1984,,447483600,,4.418404874,10,Qmdc_unit,0,0,0,0
0,0,2.324490087,2.207520548,0,0,0,2,4,27.12883832,5.293,,,0,,,3,8,1984,3/8/1984,,447570000,,2.324490087,10,Qmdc_unit,0,0,0,0
0,0,1.836581119,2.133810526,0,0,0,2,4,27.12883832,5.293,,,0,,,3,9,1984,3/9/1984,,447656400,,1.836581119,10,Qmdc_unit,0,0,0,0
0,0,1.543368449,1.89871479,0,0,0,2,4,27.12883832,5.293,,,0,,,3,10,1984,3/10/1984,,447742800,,1.543368449,10,Qmdc_unit,0,0,0,0
0,0,1.235661685,1.818736445,0,0,0,2,4,27.12883832,5.293,,,0,,,3,11,1984,3/11/1984,,447829200,,1.235661685,10,Qmdc_unit,0,0,0,0
0,0,1.098023855,1.729937928,0,0,0,2,4,27.12883832,5.293,,,0,,,3,12,1984,3/12/1984,,447915600,,1.098023855,11,Qmdc_unit,0,0,0,0
0,0,1.486561807,4.557329829,0,0,0,2,4,27.12883832,5.293,,,0,,,3,13,1984,3/13/1984,,448002000,,1.486561807,11,Qmdc_unit,0,0,0,0
0,0,13.06673838,4.817615244,0,0,0,2,4,27.12883832,5.293,,,0,,,3,14,1984,3/14/1984,,448088400,,13.06673838,11,Qmdc_unit,0,0,0,0
0,0,2.792106148,3.258681684,0,0,0,2,4,27.12883832,5.293,,,0,,,3,15,1984,3/15/1984,,448174800,,2.792106148,11,Qmdc_unit,0,0,0,0
0,0,1.750045247,2.522940796,0,0,0,2,4,27.12883832,5.293,,,0,,,3,16,1984,3/16/1984,,448261200,,1.750045247,11,Qmdc_unit,0,0,0,0
0,0,1.340782926,2.124718477,0,0,0,2,4,27.12883832,5.293,,,0,,,3,17,1984,3/17/1984,,448347600,,1.340782926,11,Qmdc_unit,0,0,0,0
0,0,1.160657459,1.87689684,0,0,0,2,4,27.12883832,5.293,,,0,,,3,18,1984,3/18/1984,,448434000,,1.160657459,11,Qmdc_unit,0,0,0,0
0,0,1.065389531,1.704492008,0,0,0,2,4,27.12883832,5.293,,,0,,,3,19,1984,3/19/1984,,448520400,,1.065389531,12,Qmdc_unit,0,0,0,0
0,0,1.002494672,1.568317391,0,0,0,2,4,27.12883832,5.293,,,0,,,3,20,1984,3/20/1984,,448606800,,1.002494672,12,Qmdc_unit,0,0,0,0
0,0,1.714657337,1.976442769,0,0,0,2,4,27.12883832,5.293,,,0,,,3,21,1984,3/21/1984,,448693200,,1.714657337,12,Qmdc_unit,0,0,0,0
0,0,1.365552834,1.764109422,0,0,0,2,4,27.12883832,5.293,,,0,,,3,22,1984,3/22/1984,,448779600,,1.365552834,12,Qmdc_unit,0,0,0,0
0,0,1.103334196,1.548729223,0,0,0,2,4,27.12883832,5.293,,,0,,,3,23,1984,3/23/1984,,448866000,,1.103334196,12,Qmdc_unit,0,0,0,0
0,0,0.979490888,1.396024751,0,0,0,2,4,27.12883832,5.293,,,0,,,3,24,1984,3/24/1984,,448952400,,0.979490888,12,Qmdc_unit,0,0,0,0
0,0,1.681998662,6.241897962,0,0,0,2,4,27.12883832,5.293,,,0,,,3,25,1984,3/25/1984,,449038800,,1.681998662,12,Qmdc_unit,0,0,0,0
0,0,14.16805819,6.062607519,0,0,0,2,4,27.12883832,5.293,,,0,,,3,26,1984,3/26/1984,,449125200,,14.16805819,13,Qmdc_unit,0,0,0,0
0,0,3.768674645,3.882208751,0,0,0,2,4,27.12883832,5.293,,,0,,,3,27,1984,3/27/1984,,449211600,,3.768674645,13,Qmdc_unit,0,0,0,0
0,0,3.387752327,8.824610293,0,0,0,2,4,27.12883832,5.293,,,0,,,3,28,1984,3/28/1984,,449298000,,3.387752327,13,Qmdc_unit,0,0,0,0
0,0,27.70262698,11.16594013,0,0,0,2,4,27.12883832,5.293,,,0,,,3,29,1984,3/29/1984,,449384400,,27.70262698,13,Qmdc_unit,0,0,0,0
0,0,5.668419915,7.005240555,0,0,0,2,4,27.12883832,5.293,,,0,,,3,30,1984,3/30/1984,,449470800,,5.668419915,13,Qmdc_unit,0,0,0,0
0,0,3.071428832,4.6690606,0,0,0,2,4,27.12883832,5.293,,,0,,,3,31,1984,3/31/1984,,449557200,,3.071428832,13,Qmdc_unit,0,0,0,0
0,0,2.085539713,3.554185703,0,0,0,2,4,27.12883832,5.293,,,0,,,4,1,1984,4/1/1984,,449643600,,2.085539713,13,Qmdc_unit,0,0,0,0
0,0,1.683446136,2.959085498,0,0,0,2,4,27.12883832,4.756666667,,,0,,,4,2,1984,4/2/1984,,449730000,,1.683446136,14,Qmdc_unit,0,0,0,0
0,0,1.493265394,2.591885768,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,3,1984,4/3/1984,,449816400,,1.493265394,14,Qmdc_unit,0,0,0,0
0,0,1.413968842,2.95250594,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,4,1984,4/4/1984,,449902800,,1.413968842,14,Qmdc_unit,0,0,0,0
0,0,4.141936702,4.316539186,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,5,1984,4/5/1984,,449989200,,4.141936702,14,Qmdc_unit,0,0,0,0
0,0,3.011843229,3.298971656,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,6,1984,4/6/1984,,450075600,,3.011843229,14,Qmdc_unit,0,0,0,0
0,0,1.985661034,2.726530433,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,7,1984,4/7/1984,,450162000,,1.985661034,14,Qmdc_unit,0,0,0,0
0,0,1.583257825,2.385345648,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,8,1984,4/8/1984,,450248400,,1.583257825,14,Qmdc_unit,0,0,0,0
0,0,1.398439641,2.146984244,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,9,1984,4/9/1984,,450334800,,1.398439641,15,Qmdc_unit,0,0,0,0
0,0,1.292908316,2.018016092,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,10,1984,4/10/1984,,450421200,,1.292908316,15,Qmdc_unit,0,0,0,0
0,0,1.21401328,1.843517507,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,11,1984,4/11/1984,,450507600,,1.21401328,15,Qmdc_unit,0,0,0,0
0,0,1.145648642,1.704838534,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,12,1984,4/12/1984,,450594000,,1.145648642,15,Qmdc_unit,0,0,0,0
0,0,1.086628939,1.569069388,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,13,1984,4/13/1984,,450680400,,1.086628939,15,Qmdc_unit,0,0,0,0
0,0,1.264925081,2.461953528,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,14,1984,4/14/1984,,450766800,,1.264925081,15,Qmdc_unit,0,0,0,0
0,0,3.348081087,4.824012486,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,15,1984,4/15/1984,,450853200,,3.348081087,15,Qmdc_unit,0,0,0,0
0,0,2.799979859,3.442339875,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,16,1984,4/16/1984,,450939600,,2.799979859,16,Qmdc_unit,0,0,0,0
0,0,2.009042001,2.660980187,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,17,1984,4/17/1984,,451026000,,2.009042001,16,Qmdc_unit,0,0,0,0
0,0,1.554962318,2.20274351,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,18,1984,4/18/1984,,451112400,,1.554962318,16,Qmdc_unit,0,0,0,0
0,0,1.298849084,1.930633981,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,19,1984,4/19/1984,,451198800,,1.298849084,16,Qmdc_unit,0,0,0,0
0,0,1.172190646,1.740955423,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,20,1984,4/20/1984,,451285200,,1.172190646,16,Qmdc_unit,0,0,0,0
0,0,1.09260598,1.592991967,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,21,1984,4/21/1984,,451371600,,1.09260598,16,Qmdc_unit,0,0,0,0
0,0,1.1378802,3.415753471,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,22,1984,4/22/1984,,451458000,,1.1378802,16,Qmdc_unit,0,0,0,0
0,0,16.17486311,5.254205053,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,23,1984,4/23/1984,,451544400,,16.17486311,17,Qmdc_unit,0,0,0,0
0,0,4.313558664,4.025225861,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,24,1984,4/24/1984,,451630800,,4.313558664,17,Qmdc_unit,0,0,0,0
0,0,2.364323243,3.035829904,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,25,1984,4/25/1984,,451717200,,2.364323243,17,Qmdc_unit,0,0,0,0
0,0,1.62905793,2.48718484,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,26,1984,4/26/1984,,451803600,,1.62905793,17,Qmdc_unit,0,0,0,0
0,0,1.325128663,2.161997094,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,27,1984,4/27/1984,,451890000,,1.325128663,17,Qmdc_unit,0,0,0,0
0,0,1.173868379,1.931523598,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,28,1984,4/28/1984,,451976400,,1.173868379,17,Qmdc_unit,0,0,0,0
0,0,1.079073178,1.747912938,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,29,1984,4/29/1984,,452062800,,1.079073178,17,Qmdc_unit,0,0,0,0
0,0,1.00514836,1.598369746,0,0,0,2,4,30.30378177,4.756666667,,,0,,,4,30,1984,4/30/1984,,452145600,,1.00514836,18,Qmdc_unit,0,0,0,0
0,0,0.938791208,1.446436389,0,0,0,2,4,30.30378177,4.756666667,,,0,,,5,1,1984,5/1/1984,,452232000,,0.938791208,18,Qmdc_unit,0,0,0,0
0,0,0.877987115,1.320936663,0,0,0,2,4,30.30378177,5.109333333,,,0,,,5,2,1984,5/2/1984,,452318400,,0.877987115,18,Qmdc_unit,0,0,0,0
0,0,0.821939982,1.206904512,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,3,1984,5/3/1984,,452404800,,0.821939982,18,Qmdc_unit,0,0,0,0
0,0,0.770517254,1.111473306,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,4,1984,5/4/1984,,452491200,,0.770517254,18,Qmdc_unit,0,0,0,0
0,0,0.720958621,1.018019479,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,5,1984,5/5/1984,,452577600,,0.720958621,18,Qmdc_unit,0,0,0,0
0,0,0.681887402,1.266392775,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,6,1984,5/6/1984,,452664000,,0.681887402,18,Qmdc_unit,0,0,0,0
0,0,0.89822992,1.253577356,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,7,1984,5/7/1984,,452750400,,0.89822992,19,Qmdc_unit,0,0,0,0
0,0,0.782528019,1.116557802,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,8,1984,5/8/1984,,452836800,,0.782528019,19,Qmdc_unit,0,0,0,0
0,0,0.72612649,1.029540477,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,9,1984,5/9/1984,,452923200,,0.72612649,19,Qmdc_unit,0,0,0,0
0,0,0.623896409,0.938347728,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,10,1984,5/10/1984,,453009600,,0.623896409,19,Qmdc_unit,0,0,0,0
0,0,0.564759653,0.852249656,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,11,1984,5/11/1984,,453096000,,0.564759653,19,Qmdc_unit,0,0,0,0
0,0,0.520312806,0.75479848,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,12,1984,5/12/1984,,453182400,,0.520312806,19,Qmdc_unit,0,0,0,0
0,0,0.48154888,0.654750079,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,13,1984,5/13/1984,,453268800,,0.48154888,19,Qmdc_unit,0,0,0,0
0,0,0.445966257,0.55915679,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,14,1984,5/14/1984,,453355200,,0.445966257,20,Qmdc_unit,0,0,0,0
0,0,0.413474906,0.473616699,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,15,1984,5/15/1984,,453441600,,0.413474906,20,Qmdc_unit,0,0,0,0
0,0,0.3843282,0.40431243,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,16,1984,5/16/1984,,453528000,,0.3843282,20,Qmdc_unit,0,0,0,0
0,0,0.357065519,0.342837362,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,17,1984,5/17/1984,,453614400,,0.357065519,20,Qmdc_unit,0,0,0,0
0,0,0.330731997,0.284746103,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,18,1984,5/18/1984,,453700800,,0.330731997,20,Qmdc_unit,0,0,0,0
0,0,0.303881405,0.235813972,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,19,1984,5/19/1984,,453787200,,0.303881405,20,Qmdc_unit,0,0,0,0
0,0,0.275777206,0.186223787,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,20,1984,5/20/1984,,453873600,,0.275777206,20,Qmdc_unit,0,0,0,0
0,0,0.246814902,0.160421703,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,21,1984,5/21/1984,,453960000,,0.246814902,21,Qmdc_unit,0,0,0,0
0,0,0.217915857,0.141034818,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,22,1984,5/22/1984,,454046400,,0.217915857,21,Qmdc_unit,0,0,0,0
0,0,0.191795445,0.142193162,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,23,1984,5/23/1984,,454132800,,0.191795445,21,Qmdc_unit,0,0,0,0
0,0,0.305277,0.389156265,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,24,1984,5/24/1984,,454219200,,0.305277,21,Qmdc_unit,0,0,0,0
0,0,0.224642004,0.272563654,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,25,1984,5/25/1984,,454305600,,0.224642004,21,Qmdc_unit,0,0,0,0
0,0,0.181001149,0.189859389,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,26,1984,5/26/1984,,454392000,,0.181001149,21,Qmdc_unit,0,0,0,0
0,0,0.218201014,0.300368512,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,27,1984,5/27/1984,,454478400,,0.218201014,21,Qmdc_unit,0,0,0,0
0,0,0.174219118,0.30750921,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,28,1984,5/28/1984,,454564800,,0.174219118,22,Qmdc_unit,0,0,0,0
0,0,0.190535136,0.841696209,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,29,1984,5/29/1984,,454651200,,0.190535136,22,Qmdc_unit,0,0,0,0
0,0,7.316681867,2.860095436,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,30,1984,5/30/1984,,454737600,,7.316681867,22,Qmdc_unit,0,0,0,0
0,0,2.695829686,1.767686838,0,0,0,2,4,31.03702332,5.109333333,,,0,,,5,31,1984,5/31/1984,,454824000,,2.695829686,22,Qmdc_unit,0,0,0,0
0,0,1.372445726,1.373395026,0,0,0,2,4,31.03702332,5.109333333,,,0,,,6,1,1984,6/1/1984,,454910400,,1.372445726,22,Qmdc_unit,0,0,0,0
0,0,0.875121946,1.146989439,0,0,0,2,4,31.03702332,4.553333333,,,0,,,6,2,1984,6/2/1984,,454996800,,0.875121946,22,Qmdc_unit,0,0,0,0
