"","data11.date","data11.flow","data15.flow","data14.flow","data16.flow"
"1",1991-01-01,1845.69494,1895.08121,1895.08121,1895.08121
"2",1991-01-02,1990.71702,2039.99723,2039.99971,2040.00257
"3",1991-01-03,1833.85353,1879.89637,1879.9006,1879.90532
"4",1991-01-04,1897.07802,1946.82638,1946.82988,1946.83388
"5",1991-01-05,1863.95501,1910.55871,1910.55686,1910.55748
"6",1991-01-06,1582.68506,1616.93432,1616.90938,1616.8949
"7",1991-01-07,1300.66563,1322.93845,1327.1107,1331.05678
"8",1991-01-08,1162.35178,1175.01238,1191.17227,1208.45953
"9",1991-01-09,1192.97965,1190.70326,1233.89136,1286.38354
"10",1991-01-10,1345.79563,1329.95566,1406.14383,1507.97032
"11",1991-01-11,1575.21198,1543.8841,1665.84948,1834.76343
"12",1991-01-12,2031.82615,1906.00628,2198.77576,2606.21288
"13",1991-01-13,3340.30473,2863.75057,3649.97475,4748.81932
"14",1991-01-14,5137.83972,4216.03408,5445.0855,7102.34692
"15",1991-01-15,5677.19163,4746.01127,5858.11065,7302.70018
"16",1991-01-16,5350.96721,4580.9719,5631.0563,7047.04078
"17",1991-01-17,5406.47997,4551.19331,5723.76575,7274.58178
"18",1991-01-18,5059.56093,4236.64182,5201.69285,6343.74902
"19",1991-01-19,3996.65755,3445.26545,4079.97721,4768.18765
"20",1991-01-20,3152.27547,2786.95572,3240.45868,3729.04348
"21",1991-01-21,2695.6002,2374.00098,2784.11385,3250.12694
"22",1991-01-22,2443.72048,2129.39587,2540.80129,3012.74325
"23",1991-01-23,2112.90521,1882.01849,2185.61072,2500.40772
"24",1991-01-24,1733.86699,1594.0096,1786.57309,1975.38345
"25",1991-01-25,1471.51835,1374.60394,1517.23644,1663.26122
"26",1991-01-26,1287.80892,1215.75681,1328.42079,1447.63898
"27",1991-01-27,1170.31318,1110.7209,1207.44752,1313.08944
"28",1991-01-28,1076.88165,1025.78215,1110.35685,1204.28937
"29",1991-01-29,1001.85439,955.65349,1032.21068,1118.54342
"30",1991-01-30,941.24332,898.34848,968.69536,1048.98364
"31",1991-01-31,884.73237,844.1247,909.49089,984.96817
"32",1991-02-01,831.63234,792.80659,853.85125,925.06221
"33",1991-02-02,781.30983,743.95772,801.17677,868.58481
"34",1991-02-03,735.13109,699.07611,752.82027,816.69926
"35",1991-02-04,695.74606,660.84765,711.46788,772.14468
