"","lri.dat11.date","lri.dat11.flow.unit","lri.dat15.flow.unit","lri.dat14.flow.unit","lri.dat16.flow.unit"
"1",1991-01-01,2.45853368,2.476391582,2.47639158,2.47639158
"2",1991-01-02,1.90303517,1.906119168,1.90687542,1.91145287
"3",1991-01-03,1.62181304,1.609129325,1.61021819,1.61821517
"4",1991-01-04,1.45705278,1.442536416,1.45068735,1.46722439
"5",1991-01-05,1.34915281,1.340385272,1.34487992,1.35416943
"6",1991-01-06,1.28550494,1.278283223,1.28233232,1.29007253
"7",1991-01-07,2.90133989,2.679832041,3.00861487,3.4018143
"8",1991-01-08,2.42678824,2.282264142,2.49837949,2.71684003
"9",1991-01-09,1.92357084,1.836120674,1.97039867,2.10538176
"10",1991-01-10,1.64202842,1.584682265,1.66440611,1.74697845
"11",1991-01-11,11.52367858,9.228204676,12.96758382,17.43296524
"12",1991-01-12,9.84663324,8.435199518,10.52416969,12.44722119
"13",1991-01-13,5.51470757,4.832766083,5.82637373,6.73140575
"14",1991-01-14,3.51697231,3.161337845,3.67140543,4.14447388
"15",1991-01-15,2.52677756,2.3300415,2.60498245,2.8677887
"16",1991-01-16,5.41276272,4.458093725,5.90331301,7.44565082
"17",1991-01-17,3.78692778,3.305129125,3.96557204,4.56866255
"18",1991-01-18,2.65844255,2.398826815,2.74882188,3.07630586
"19",1991-01-19,2.09003372,1.938745907,2.13738527,2.33021992
"20",1991-01-20,2.18391215,2.019424612,2.24661386,2.49970096
"21",1991-01-21,1.90524601,1.788364289,1.95011082,2.13399608
"22",1991-01-22,1.69272375,1.606367659,1.718844,1.84664225
"23",1991-01-23,1.56908239,1.497928125,1.58578403,1.68503268
"24",1991-01-24,1.48853234,1.42533099,1.50044439,1.58499453
"25",1991-01-25,1.4268507,1.368275148,1.43615924,1.51243655
"26",1991-01-26,1.38022362,1.32430978,1.38821148,1.45997747
"27",1991-01-27,1.33674183,1.282859664,1.34388267,1.41241986
"28",1991-01-28,1.29622645,1.244009472,1.30280015,1.36881919
"29",1991-01-29,1.2575115,1.206756527,1.26351754,1.32697421
"30",1991-01-30,1.21965005,1.169944903,1.22469354,1.28560253
"31",1991-01-31,1.18212637,1.133424479,1.18617765,1.24504418
"32",1991-02-01,1.14577522,1.097930734,1.1490297,1.20589208
"33",1991-02-02,1.11037717,1.063381523,1.11292557,1.16797788
"34",1991-02-03,1.07568778,1.029393928,1.07740845,1.13068602
"35",1991-02-04,1.04134431,0.995808847,1.04227333,1.09376899
"36",1991-02-05,1.00728289,0.962624765,1.00752924,1.05724481
"37",1991-02-06,1.07297414,1.013372105,1.11595872,1.2427042
"38",1991-02-07,1.20337739,1.14224059,1.2477967,1.3890818
"39",1991-02-08,1.07521092,1.023878722,1.09900229,1.19878496
"40",1991-02-09,1.00306689,0.956101122,1.01647833,1.09563177
"41",1991-02-10,0.95187967,0.907504701,0.96000862,1.0282608
"42",1991-02-11,0.91114429,0.868527705,0.91647388,0.97850953
"43",1991-02-12,0.87655293,0.834925417,0.88180742,0.95399755
"44",1991-02-13,0.90023713,0.851224018,0.93297885,1.05144756
"45",1991-02-14,1.2857116,1.223358104,1.32144902,1.47925414
"46",1991-02-15,1.04072878,0.987833182,1.06336307,1.17499559
"47",1991-02-16,0.95118113,0.902911904,0.96990349,1.06415589
"48",1991-02-17,0.9048272,0.857293998,0.92455711,1.04185278
"49",1991-02-18,1.61754558,1.572931926,1.7961263,2.15212361
"50",1991-02-19,2.69066978,2.484277655,2.91382951,3.27488861
"51",1991-02-20,2.31761261,2.06689619,2.27904867,2.48758431
"52",1991-02-21,1.66548542,1.52320996,1.66130507,1.82749621
"53",1991-02-22,1.33592617,1.245854921,1.34880507,1.49423447
"54",1991-02-23,1.16013852,1.095531501,1.18048207,1.31377075
"55",1991-02-24,1.05892837,1.006867123,1.08205103,1.20734096
"56",1991-02-25,1.04585174,0.995175996,1.0722937,1.21001474
"57",1991-02-26,1.52937828,1.396094449,1.55735639,1.82514179
"58",1991-02-27,1.22635867,1.125924677,1.25165105,1.4418567
"59",1991-02-28,1.09341405,1.023599089,1.11736179,1.26690156
"60",1991-03-01,1.01347146,0.958866035,1.03611573,1.16374672
"61",1991-03-02,2.26963386,1.955095559,2.29284346,2.98513122
"62",1991-03-03,3.64544968,3.037999681,3.75063311,6.0549342
"63",1991-03-04,9.86309393,7.778602932,10.32311928,15.44809705
"64",1991-03-05,4.97216747,4.164854835,5.10802559,6.49625641
"65",1991-03-06,3.02654717,2.615176234,3.09920596,3.82332408
"66",1991-03-07,2.58536203,2.157258436,2.61644026,3.20513994
"67",1991-03-08,1.90187916,1.654221076,1.92771184,2.27811073
"68",1991-03-09,1.56194499,1.408605768,1.57995228,1.82067099
"69",1991-03-10,1.38096541,1.273677852,1.3939893,1.57939619
"70",1991-03-11,1.27717789,1.192559558,1.28672837,1.44308978
"71",1991-03-12,1.210852,1.137219187,1.21719653,1.35714438
"72",1991-03-13,2.47282433,2.478949369,2.70749025,3.15581931
"73",1991-03-14,2.64142041,2.549010945,2.76691505,3.34571214
"74",1991-03-15,2.04548817,1.933532261,2.08047335,2.52126027
"75",1991-03-16,1.66553867,1.566420099,1.67331056,1.95782909
"76",1991-03-17,1.46277734,1.370738979,1.45713327,1.66338231
"77",1991-03-18,4.53584477,3.528130592,4.47214803,6.61090261
"78",1991-03-19,3.28683291,2.620560007,3.20924259,4.12622812
"79",1991-03-20,2.27899583,1.910546554,2.23047682,2.74324914
"80",1991-03-21,1.7709345,1.547997385,1.73635227,2.05133099
"81",1991-03-22,1.9661322,1.735542405,1.95681753,2.48786218
"82",1991-03-23,4.14498261,3.337199467,4.21359466,6.3217454
"83",1991-03-24,3.56282404,2.965246159,3.56645109,4.66378275
"84",1991-03-25,2.69583436,2.261050282,2.71772061,3.92571169
"85",1991-03-26,2.43766324,2.056983397,2.44471524,3.58927544
"86",1991-03-27,2.64980738,2.135152274,2.67265634,3.9013882
"87",1991-03-28,1.93306998,1.649556238,1.92955077,2.52242805
"88",1991-03-29,12.94215314,10.05321282,13.65711596,21.13385574
"89",1991-03-30,7.91861462,6.94841244,8.03506915,9.69134679
"90",1991-03-31,4.76033844,4.230844282,4.81146081,5.7170835
"91",1991-04-01,3.14294844,2.835747423,3.16027535,3.67821706
"92",1991-04-02,2.33562396,2.137526253,2.33640767,2.66392
"93",1991-04-03,1.92052065,1.776351384,1.91280302,2.14553437
"94",1991-04-04,1.69485456,1.577976993,1.68273141,1.8671249
"95",1991-04-05,1.58088924,1.476407182,1.57591076,1.74321989
"96",1991-04-06,1.48350867,1.388678207,1.47191811,1.61994419
"97",1991-04-07,1.41423838,1.324824009,1.40038268,1.53720947
"98",1991-04-08,1.3601975,1.274312925,1.34542484,1.47520507
"99",1991-04-09,1.48078741,1.370153503,1.52265176,1.7194451
"100",1991-04-10,1.35513069,1.257175887,1.36916513,1.52781548
"101",1991-04-11,1.28213907,1.194380571,1.28641801,1.42389836
"102",1991-04-12,1.22512454,1.14338777,1.22452032,1.34971577
"103",1991-04-13,2.73586554,2.450053019,3.09630047,3.66991472
"104",1991-04-14,2.30655217,2.094072997,2.48267458,2.81943752
"105",1991-04-15,2.33493447,2.158441376,2.55541733,2.97249494
"106",1991-04-16,1.87908783,1.748734961,1.99263564,2.27255171
"107",1991-04-17,1.52318122,1.420010131,1.58723689,1.78817834
"108",1991-04-18,1.33019478,1.24101178,1.3700451,1.53085716
"109",1991-04-19,1.41813514,1.313072752,1.49116947,1.69384262
"110",1991-04-20,1.52246536,1.369278005,1.64197234,1.87052557
"111",1991-04-21,1.29777264,1.184733604,1.3704965,1.54588642
"112",1991-04-22,1.18226211,1.089073909,1.23366367,1.38237477
"113",1991-04-23,1.10776913,1.02518903,1.14846611,1.28237809
"114",1991-04-24,1.05358503,0.977015578,1.08860197,1.21350928
"115",1991-04-25,1.0091688,0.936506943,1.04090844,1.15954827
"116",1991-04-26,0.9697353,0.900077049,0.9993424,1.11296112
"117",1991-04-27,0.93337461,0.866245447,0.96143239,1.07071159
"118",1991-04-28,0.89896549,0.834148646,0.92577442,1.03124015
"119",1991-04-29,0.86588094,0.803169999,0.89169738,0.99366521
"120",1991-04-30,0.97218037,0.895614123,1.05537073,1.2114237
"121",1991-05-01,0.85573706,0.785341103,0.90992692,1.03931801
"122",1991-05-02,0.81225535,0.74901853,0.85545131,0.96597114
"123",1991-05-03,0.77646534,0.717776839,0.81368849,0.91327048
"124",1991-05-04,0.74496696,0.68947395,0.77868161,0.87125659
"125",1991-05-05,0.71493627,0.661934704,0.74628061,0.83364226
"126",1991-05-06,0.78306333,0.713974269,0.82654951,0.93709427
"127",1991-05-07,0.68667815,0.626749288,0.72273534,0.82113863
