"","lri.dat11.date","lri.dat11.flow.unit","lri.dat15.flow.unit","lri.dat14.flow.unit","lri.dat16.flow.unit"
"1",1991-01-01,1.58922688,1.60697517,1.60697517,1.60697517
"2",1991-01-02,1.28220855,1.29200775,1.29200775,1.29200775
"3",1991-01-03,1.12522457,1.13150164,1.13150164,1.13150079
"4",1991-01-04,1.03875566,1.04345115,1.0434501,1.04339191
"5",1991-01-05,0.98388626,0.98783976,0.98778074,0.98731216
"6",1991-01-06,1.0652217,1.03500466,1.05047786,1.10403472
"7",1991-01-07,3.091351,3.05833445,3.75079272,5.0888691
"8",1991-01-08,1.77233978,1.90953627,2.31144688,2.86065162
"9",1991-01-09,1.37909693,1.44584625,1.69144334,1.99392853
"10",1991-01-10,1.17476579,1.22591532,1.34755575,1.49648799
"11",1991-01-11,1.19660863,1.60021608,6.11961653,11.07433274
"12",1991-01-12,2.48303046,2.73990707,4.27507176,8.03701123
"13",1991-01-13,1.97250102,2.2143466,3.21240095,4.99844521
"14",1991-01-14,1.6442525,1.72538577,2.18673552,3.0134752
"15",1991-01-15,1.88094335,1.76661665,1.78115254,2.15000303
"16",1991-01-16,6.11495841,4.77901842,4.5709603,5.6954263
"17",1991-01-17,5.42408102,3.88229712,3.43579424,3.89763984
"18",1991-01-18,3.26719749,2.54242196,2.35021093,2.55147802
"19",1991-01-19,2.24377964,1.90074905,1.83072011,1.92618766
"20",1991-01-20,1.85956929,1.66746827,1.61154206,1.69390901
"21",1991-01-21,1.59753891,1.4889478,1.46577146,1.51304836
"22",1991-01-22,1.4551141,1.3806527,1.37476906,1.40948265
"23",1991-01-23,1.35841807,1.30733303,1.31454589,1.34374053
"24",1991-01-24,1.29592531,1.2556187,1.26927601,1.29611735
"25",1991-01-25,1.24795081,1.21310739,1.22994603,1.25587774
"26",1991-01-26,1.21192093,1.17975266,1.19769706,1.2232291
"27",1991-01-27,1.17837425,1.1479292,1.16631762,1.19179893
"28",1991-01-28,1.1476839,1.1181469,1.13640319,1.16194158
"29",1991-01-29,1.11797539,1.08961305,1.10743542,1.13306478
"30",1991-01-30,1.12040653,1.06282884,1.07917293,1.10940265
"31",1991-01-31,1.11504968,1.03707698,1.05197661,1.09453148
"32",1991-02-01,1.07641017,1.01062663,1.02549524,1.0599565
"33",1991-02-02,1.04363708,0.98527351,0.99989034,1.03293164
"34",1991-02-03,1.01490619,0.96067564,0.97504072,1.007259
"35",1991-02-04,0.988407,0.9360224,0.95030324,0.98237505
"36",1991-02-05,0.9627458,0.91152617,0.92554109,0.95727727
"37",1991-02-06,1.02589805,0.97020918,1.02637328,1.16074144
"38",1991-02-07,1.36074497,1.29716654,1.38403756,1.56665194
"39",1991-02-08,1.17942263,1.12070246,1.17466108,1.2960632
"40",1991-02-09,1.05690106,1.00360055,1.04101717,1.12314994
"41",1991-02-10,0.99655865,0.94594017,0.97535007,1.04023452
"42",1991-02-11,0.9555348,0.90657495,0.93183924,0.98811676
"43",1991-02-12,0.92410712,0.87635203,0.89937376,0.95113533
"44",1991-02-13,0.89748644,0.85079398,0.87263137,0.92227508
"45",1991-02-14,1.06790332,1.00056491,1.03400455,1.14832592
"46",1991-02-15,0.93108301,0.87970288,0.90497009,0.97766144
"47",1991-02-16,0.89234507,0.84389995,0.86762712,0.93176499
"48",1991-02-17,0.86349513,0.81647903,0.83918461,0.89886466
"49",1991-02-18,0.9610078,0.91911491,0.95603048,1.03525937
"50",1991-02-19,1.054863,0.97732162,1.01326928,1.0948369
"51",1991-02-20,0.92501472,0.86472643,0.89627832,0.98077478
"52",1991-02-21,0.87702681,0.82515372,0.85352563,0.92485164
"53",1991-02-22,0.84446232,0.79670692,0.82460707,0.89364679
"54",1991-02-23,0.81819333,0.77275567,0.79996296,0.86698038
"55",1991-02-24,0.79591404,0.75200269,0.7795334,0.84941656
"56",1991-02-25,0.8109427,0.76336637,0.81306297,0.93466968
